Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	net_diversification[1]	net_diversification[2]	net_diversification[3]	net_diversification[4]	q[1][2]	q[1][3]	q[2][1]	q[2][4]	q[3][1]	q[3][4]	q[4][2]	q[4][3]	q_0A0B	q_0A1A	q_0B0A	q_0B1B	q_1A0A	q_1A1B	q_1B0B	q_1B1A	root_frequencies[1]	root_frequencies[2]	root_frequencies[3]	root_frequencies[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]
15310	-888.657	-910.9796	22.32266	0.03952507	0.1630138	0.2542705	1.048691	-3.23082	-1.813921	1.861463	0.158031	0.221196	0.445063	0.311385	0.03102733	0.001809434	0.004336953	0.01181854	0.01451552	0.003084019	0.0002643702	0.0006023352	0.001809434	0.03102733	0.01451552	0.003084019	0.004336953	0.01181854	0.0006023352	0.0002643702	0.774748	0.0676327	0.00789313	0.149726	0.1975556	0.3842099	0.6993332	1.360076	-1.621735	-0.9565663	1.264107
15320	-885.7587	-910.6427	24.88399	0.03269746	0.06709678	0.103862	0.21313	-3.420458	-2.701619	1.155766	0.184605	0.160915	0.513018	0.434153	0.03295964	0.002238915	0.001921585	0.01669813	0.003684754	0.007491566	0.0003744811	0.0001533611	0.002238915	0.03295964	0.003684754	0.007491566	0.001921585	0.01669813	0.0001533611	0.0003744811	0.774748	0.0676327	0.00789313	0.149726	0.2173023	0.228012	0.6168796	0.6472825	-1.526466	-1.478357	1.043384
15330	-886.147	-911.5175	25.37056	0.05754471	0.03282803	0.04340374	0.02476091	-2.855193	-3.416473	-0.2820165	0.175936	0.210039	0.590009	0.634117	0.01868414	0.003147337	0.004495284	0.01237765	0.01597212	0.0001333142	0.001452909	0.001392138	0.003147337	0.01868414	0.01597212	0.0001333142	0.004495284	0.01237765	0.001392138	0.001452909	0.774748	0.0676327	0.00789313	0.149726	0.2334805	0.2428671	0.6334129	0.658878	-1.454657	-1.415241	0.998024
15340	-883.5139	-911.2705	27.7566	0.02235004	0.1161713	0.02343603	0.121816	-3.800927	-2.15269	0.04744645	0.15755	0.212375	0.369026	0.594925	0.03266477	0.007805407	5.397833e-06	0.01639121	0.003224383	0.0004514835	0.0002412485	0.003277455	0.007805407	0.03266477	0.003224383	0.0004514835	5.397833e-06	0.01639121	0.003277455	0.0002412485	0.774748	0.0676327	0.00789313	0.149726	0.1798998	0.3285459	0.3924617	0.7167415	-1.715355	-1.113079	0.7800389
15350	-884.1712	-912.6503	28.47905	0.05275052	0.04558244	0.03198024	0.02763456	-2.942182	-3.088233	-0.5004554	0.156336	0.216041	0.704572	0.89399	0.03269157	0.001791087	2.600592e-06	0.005469026	0.001926058	6.525505e-05	0.005914963	0.01528883	0.001791087	0.03269157	0.001926058	6.525505e-05	2.600592e-06	0.005469026	0.01528883	0.005914963	0.774748	0.0676327	0.00789313	0.149726	0.2090861	0.261623	0.7365519	0.9216245	-1.565009	-1.340851	1.259233
15360	-892.6442	-912.3606	19.71635	0.01882986	0.07122614	0.01313658	0.04969062	-3.972311	-2.641895	-0.3600438	0.163051	0.208324	0.395956	0.579081	0.03375032	0.001333102	0.002764288	0.03606717	0.001267591	0.006331153	0.008308445	0.003529386	0.001333102	0.03375032	0.001267591	0.006331153	0.002764288	0.03606717	0.003529386	0.008308445	0.774748	0.0676327	0.00789313	0.149726	0.1818814	0.2795504	0.4090923	0.6287721	-1.704401	-1.274573	0.8105862
15370	-889.7575	-915.8472	26.08974	0.1240292	0.02863958	0.7804046	0.1802032	-2.087238	-3.552965	1.839295	0.15456	0.176098	0.0408937	0.423376	0.01949769	0.002371544	0.009787867	0.008185205	0.006830819	0.0001775359	0.001307654	8.231576e-05	0.002371544	0.01949769	0.006830819	0.0001775359	0.009787867	0.008185205	8.231576e-05	0.001307654	0.149726	0.0676327	0.00789313	0.774748	0.2785893	0.2047377	0.8212983	0.6035793	-1.278017	-1.586026	1.081148
15380	-884.2493	-911.9863	27.737	0.05411549	0.07299791	0.1099423	0.1483043	-2.916635	-2.617324	0.7088356	0.149887	0.212546	0.479294	0.676455	0.02518141	0.01213462	0.000334209	0.009659975	0.001170237	0.001258785	0.004286591	6.118837e-05	0.01213462	0.02518141	0.001170237	0.001258785	0.000334209	0.009659975	6.118837e-05	0.004286591	0.774748	0.0676327	0.00789313	0.149726	0.2040026	0.2855444	0.5892359	0.8247589	-1.589622	-1.253358	1.060694
15390	-887.043	-910.6005	23.55752	0.03424387	0.06231244	0.05404703	0.0983476	-3.374248	-2.775594	0.456347	0.175596	0.180656	0.639004	0.704119	0.0227009	0.0006993347	0.001047797	0.009106188	0.04158229	0.0001844987	0.0006010153	0.007858367	0.0006993347	0.0227009	0.04158229	0.0001844987	0.001047797	0.009106188	0.007858367	0.0006010153	0.774748	0.0676327	0.00789313	0.149726	0.20984	0.2429687	0.6930506	0.8024667	-1.56141	-1.414823	1.194758
15400	-884.9476	-913.1536	28.20604	0.03208621	0.07917577	0.0176516	0.043557	-3.439329	-2.536085	-0.5975998	0.150796	0.182944	0.471163	0.657048	0.01911355	0.0034839	0.006875113	0.006685258	0.02049713	2.88931e-07	0.0002999342	0.00512843	0.0034839	0.01911355	0.02049713	2.88931e-07	0.006875113	0.006685258	0.00512843	0.0002999342	0.774748	0.0676327	0.00789313	0.149726	0.1828822	0.2621198	0.4888149	0.7006046	-1.698913	-1.338954	0.9831419
15410	-895.933	-918.8043	22.87128	0.0310335	0.1259256	0.01354834	0.05497551	-3.472688	-2.072064	-0.8288034	0.179248	0.289186	0.0602323	0.0906727	0.02860406	0.01219747	0.001355566	0.00889743	0.001620509	0.0008256468	0.002699003	0.00893882	0.01219747	0.02860406	0.001620509	0.0008256468	0.001355566	0.00889743	0.00893882	0.002699003	0.774748	0.0676327	0.00789313	0.149726	0.210282	0.4151115	0.07378066	0.1456482	-1.559306	-0.8792082	-1.047353
15420	-892.2956	-917.7171	25.42151	0.03837167	0.04143696	0.03507228	0.037874	-3.260436	-3.183582	-0.08990825	0.12915	0.289401	0.308559	0.640763	0.02861037	0.00153988	0.008311507	0.001782551	0.0004753096	0.004533558	0.00555933	0.003445057	0.00153988	0.02861037	0.0004753096	0.004533558	0.008311507	0.001782551	0.003445057	0.00555933	0.774748	0.00789313	0.149726	0.0676327	0.1675216	0.3308379	0.3436314	0.6786367	-1.786643	-1.106127	0.7184575
15430	-890.4406	-914.674	24.2334	0.03790027	0.06352072	0.01375374	0.02305122	-3.272797	-2.756389	-1.013648	0.153947	0.154513	0.596383	0.670369	0.03561854	3.637027e-06	0.007157926	0.003949389	6.527382e-05	0.03361492	0.01271465	0.001766444	3.637027e-06	0.03561854	6.527382e-05	0.03361492	0.007157926	0.003949389	0.001766444	0.01271465	0.579116	0.0505547	0.00590003	0.36443	0.1918471	0.218034	0.6101371	0.6934201	-1.651057	-1.523104	1.156985
15440	-893.4143	-915.5613	22.14696	0.03220864	0.04938403	0.01118601	0.017151	-3.435521	-3.008128	-1.057571	0.196169	0.182586	0.664135	0.668791	0.01213788	0.01146675	0.009533477	0.01081757	0.0004214832	0.02606797	0.006285221	9.316859e-05	0.01146675	0.01213788	0.0004214832	0.02606797	0.009533477	0.01081757	9.316859e-05	0.006285221	0.579116	0.36443	0.00590003	0.0505547	0.2283779	0.2319697	0.6753207	0.6859417	-1.476753	-1.461148	1.084186
15450	-888.7025	-914.5019	25.79942	0.01659231	0.03051224	0.008847055	0.01626919	-4.098816	-3.489627	-0.6288547	0.206307	0.160992	0.556428	0.469386	0.02368585	0.004589756	0.001979005	0.01314616	0.0003388209	0.0002166216	0.001381858	0.003920232	0.004589756	0.02368585	0.0003388209	0.0002166216	0.001979005	0.01314616	0.003920232	0.001381858	0.579116	0.36443	0.00590003	0.0505547	0.2228997	0.1915039	0.565275	0.4856551	-1.501033	-1.652847	0.9305903
15460	-901.2787	-917.4907	16.21198	0.06001771	0.1065013	0.02911861	0.05167089	-2.813116	-2.239598	-0.7232622	0.182572	0.0971767	1.00321	0.815075	0.02114807	0.0002009715	0.02191796	0.005641294	0.00721567	0.03159181	0.04768016	0.0005369592	0.0002009715	0.02114807	0.00721567	0.03159181	0.02191796	0.005641294	0.0005369592	0.04768016	0.579116	0.36443	0.00590003	0.0505547	0.2425896	0.203678	1.032333	0.866746	-1.416384	-1.591215	1.448206
15470	-887.4896	-910.1354	22.64575	0.04964883	0.0339145	0.1248229	0.08526494	-3.00278	-3.383913	0.9219208	0.167586	0.176573	0.67211	0.686913	0.02690147	0.001601965	0.0009083242	0.0167489	0.0008491803	0.0007804639	0.03656303	0.0006085786	0.001601965	0.02690147	0.0008491803	0.0007804639	0.0009083242	0.0167489	0.0006085786	0.03656303	0.579116	0.36443	0.00590003	0.0505547	0.217235	0.2104873	0.7969325	0.7721783	-1.526775	-1.55833	1.29979
15480	-878.8594	-910.2363	31.37691	0.05664993	0.08868078	0.1771189	0.277265	-2.870865	-2.422712	1.139931	0.195919	0.158092	0.651696	0.53253	0.02656997	0.0001131835	0.0001417547	0.01117787	0.01529274	0.001548037	0.004868935	7.136674e-08	0.0001131835	0.02656997	0.01529274	0.001548037	0.0001417547	0.01117787	7.136674e-08	0.004868935	0.579116	0.00590003	0.36443	0.0505547	0.2525692	0.2467732	0.8288153	0.8097954	-1.37607	-1.399286	1.188312
15490	-886.753	-915.3716	28.61858	0.0563302	0.1720155	0.2884046	0.880701	-2.876524	-1.760171	1.633134	0.169209	0.243994	0.327789	0.255875	0.01296994	0.007168396	8.412862e-05	0.0001967961	0.0007467222	0.01785558	0.004505229	0.0001833684	0.007168396	0.01296994	0.0007467222	0.01785558	8.412862e-05	0.0001967961	0.0001833684	0.004505229	0.579116	0.00590003	0.36443	0.0505547	0.225539	0.4160091	0.6161939	1.136576	-1.489262	-0.877048	1.005068
15500	-890.3079	-913.2816	22.9737	0.08002535	0.09643177	0.5446744	0.6563409	-2.525412	-2.33892	1.917845	0.150501	0.210302	0.107289	0.211147	0.0212223	0.000651703	0.001826765	0.0003318312	0.008609275	0.008836874	0.01345393	0.007780061	0.000651703	0.0212223	0.008609275	0.008836874	0.001826765	0.0003318312	0.007780061	0.01345393	0.00590003	0.579116	0.36443	0.0505547	0.2305268	0.3067339	0.6519632	0.8674881	-1.467388	-1.181775	1.039621
15510	-888.4864	-914.704	26.21753	0.06314848	0.1484037	0.1216681	0.2859292	-2.762267	-1.907819	0.655808	0.171873	0.115808	0.800428	0.750695	0.01364167	0.00101536	0.007913395	0.009369286	0.001022779	0.003168757	0.009713937	0.0005439393	0.00101536	0.01364167	0.001022779	0.003168757	0.007913395	0.009369286	0.0005439393	0.009713937	0.00590003	0.579116	0.36443	0.0505547	0.2350213	0.2642119	0.9220965	1.036624	-1.448079	-1.331004	1.366974
15520	-894.9591	-915.3243	20.36519	0.07696021	0.1205607	0.02691208	0.04215868	-2.564467	-2.115602	-1.050713	0.192032	0.143092	0.876861	0.843675	0.02477857	0.003107115	0.01326093	0.01240701	0.008886621	0.004197677	0.007968554	0.002617619	0.003107115	0.02477857	0.008886621	0.004197677	0.01326093	0.01240701	0.002617619	0.007968554	0.00590003	0.579116	0.36443	0.0505547	0.268992	0.2636527	0.9037735	0.8858341	-1.313073	-1.333123	1.211897
15530	-885.3718	-917.6914	32.31959	0.1162332	0.03897851	0.1856969	0.06227299	-2.152157	-3.244745	0.4685173	0.11906	0.210167	0.499828	0.663613	0.01427159	0.002796853	0.001071712	0.005448707	0.0001742943	0.003937733	5.543369e-05	0.0003095633	0.002796853	0.01427159	0.0001742943	0.003937733	0.001071712	0.005448707	0.0003095633	5.543369e-05	0.00590003	0.579116	0.36443	0.0505547	0.235293	0.249146	0.6855253	0.7258858	-1.446924	-1.389716	1.069354
15540	-897.6515	-920.7419	23.09046	0.06696283	0.08028256	0.02607369	0.03126007	-2.703618	-2.522203	-0.9432108	0.10569	0.130527	0.458984	0.560996	0.02930303	0.001439853	0.001858276	0.007671717	0.005559963	0.00743156	0.006277771	0.006761454	0.001439853	0.02930303	0.005559963	0.00743156	0.001858276	0.007671717	0.006761454	0.006277771	0.00590003	0.579116	0.36443	0.0505547	0.1726526	0.2108091	0.4850573	0.5922558	-1.756474	-1.556802	1.032986
15550	-885.8533	-920.3509	34.49763	0.08366353	0.1471711	0.04427053	0.07787554	-2.480952	-1.916159	-0.6364839	0.0681868	0.0950643	0.181169	0.281752	0.003778369	0.003362568	0.009737952	2.246352e-06	0.0005608187	0.01584819	7.956523e-05	0.0006140588	0.003362568	0.003778369	0.0005608187	0.01584819	0.009737952	2.246352e-06	0.0006140588	7.956523e-05	0.00377492	0.233167	0.730713	0.0323456	0.1518504	0.2422354	0.2254399	0.3596273	-1.88486	-1.417845	0.395158
15560	-905.0727	-924.4629	19.39026	0.126705	0.2350698	0.1706322	0.3165659	-2.065893	-1.447873	0.2976488	0.133344	0.063513	0.177604	0.0832708	0.02947191	0.0005762644	0.01257669	0.02034612	0.0003163616	0.04421648	0.003359234	0.003713379	0.0005762644	0.02947191	0.0003163616	0.04421648	0.01257669	0.02034612	0.003713379	0.003359234	0.00377492	0.233167	0.730713	0.0323456	0.2600492	0.2985828	0.3482358	0.3998367	-1.346884	-1.208708	0.2920088
15570	-894.9722	-916.8838	21.9116	0.1013372	0.05853109	0.7179748	0.4146932	-2.289302	-2.838197	1.957981	0.160192	0.231107	0.205345	0.607865	0.03355779	0.003083041	0.01622577	0.0006743371	0.007371549	0.00383938	0.0004021494	0.004698593	0.003083041	0.03355779	0.007371549	0.00383938	0.01622577	0.0006743371	0.004698593	0.0004021494	0.00377492	0.233167	0.730713	0.0323456	0.2615288	0.2896379	0.9233196	1.022558	-1.341211	-1.239124	1.261431
15580	-883.8753	-915.4496	31.5743	0.1011256	0.03067046	0.3673178	0.1114041	-2.291392	-3.484455	1.289864	0.128919	0.266283	0.0874476	0.475632	0.01681623	0.0002139022	0.0003720161	0.0003916151	0.0025491	0.002837164	0.0001395713	0.004697364	0.0002139022	0.01681623	0.0025491	0.002837164	0.0003720161	0.0003916151	0.004697364	0.0001395713	0.00392375	0.233132	0.730603	0.0323408	0.2300442	0.2969536	0.4547654	0.587036	-1.469484	-1.214179	0.6815101
15590	-890.1281	-919.0734	28.94525	0.0753093	0.04106777	0.2029585	0.1106776	-2.586152	-3.192532	0.9913977	0.121	0.295317	0.118443	0.44006	0.01455274	5.287476e-08	0.005265891	0.0006388351	0.01370509	0.007343991	0.005753859	0.009853147	5.287476e-08	0.01455274	0.01370509	0.007343991	0.005265891	0.0006388351	0.009853147	0.005753859	0.00392375	0.233132	0.730603	0.0323408	0.1963091	0.3363852	0.3214019	0.5507377	-1.628065	-1.089498	0.4930018
15600	-894.0101	-915.0178	21.00764	0.02963549	0.03646482	0.02487001	0.03060116	-3.518783	-3.311407	-0.17531	0.171628	0.151175	0.642974	0.592036	0.02591649	0.000450405	0.005480467	0.009036428	0.005297354	0.005122397	0.03255011	0.0007954326	0.000450405	0.02591649	0.005297354	0.005122397	0.005480467	0.009036428	0.0007954326	0.03255011	0.00362918	0.21563	0.750828	0.0299128	0.2012638	0.18764	0.667844	0.6226371	-1.603139	-1.67323	1.199438
15610	-897.5511	-917.7482	20.19713	0.04175424	0.09339038	0.08806489	0.1969719	-3.175954	-2.370967	0.746273	0.154641	0.122806	0.765007	0.742109	0.03959493	8.813351e-05	0.012842	0.01478573	0.00124182	0.01098144	0.007723935	0.008212006	8.813351e-05	0.03959493	0.00124182	0.01098144	0.012842	0.01478573	0.008212006	0.007723935	0.00362918	0.21563	0.750828	0.0299128	0.1963952	0.2161962	0.8530722	0.9390809	-1.627626	-1.531569	1.468715
15620	-887.6496	-915.7047	28.05506	0.05536849	0.03496303	0.07859992	0.04963277	-2.893745	-3.353464	0.3503601	0.193046	0.213517	0.639767	0.668923	0.02203221	0.0007844579	0.01485433	0.003583047	0.009310176	0.0004549742	3.710314e-05	0.0009392877	0.0007844579	0.02203221	0.009310176	0.0004549742	0.01485433	0.003583047	0.0009392877	3.710314e-05	0.00362918	0.21563	0.750828	0.0299128	0.2484147	0.24848	0.7183668	0.7185554	-1.392656	-1.392393	1.061881
15630	-897.8924	-918.896	21.00358	0.1520963	0.03878327	0.6208815	0.1583195	-1.883241	-3.249766	1.406626	0.116878	0.132813	0.299564	0.428894	0.01768337	0.001074607	0.006614164	0.01115738	0.01702041	0.009154322	0.0002142095	0.01448225	0.001074607	0.01768337	0.01702041	0.009154322	0.006614164	0.01115738	0.01448225	0.0002142095	0.00362918	0.750828	0.21563	0.0299128	0.2689743	0.1715967	0.920445	0.5872133	-1.313139	-1.762608	1.230241
15640	-886.8345	-916.1326	29.29814	0.0745094	0.1213267	0.1714546	0.2791866	-2.59683	-2.109268	0.8333934	0.170466	0.121537	0.61422	0.499716	0.00980499	0.002106284	0.005002621	0.00455537	0.004966291	0.01325985	5.374773e-05	0.0001158441	0.002106284	0.00980499	0.004966291	0.01325985	0.005002621	0.00455537	0.0001158441	5.374773e-05	0.00362918	0.750828	0.21563	0.0299128	0.244975	0.2428633	0.7856749	0.7789023	-1.406599	-1.415256	1.165387
15650	-892.9678	-920.3733	27.40554	0.127752	0.07254875	0.05593039	0.03176217	-2.057665	-2.623497	-0.8259827	0.125716	0.139364	0.536609	0.463632	0.008772279	1.331195e-06	0.002593191	0.04401331	0.0007103593	0.006766319	0.00454665	0.00352334	1.331195e-06	0.008772279	0.0007103593	0.006766319	0.002593191	0.04401331	0.00352334	0.00454665	0.21563	0.0299128	0.00362918	0.750828	0.2534681	0.2119129	0.5925393	0.4953946	-1.372517	-1.55158	0.8491793
15660	-883.849	-912.9591	29.11005	0.01244356	0.07223442	0.005728283	0.03325247	-4.386552	-2.627839	-0.7757875	0.176322	0.237964	0.404612	0.641058	0.02548511	0.001767008	0.003062085	0.01595716	2.06905e-05	2.411986e-05	0.0002023076	0.004161034	0.001767008	0.02548511	2.06905e-05	2.411986e-05	0.003062085	0.01595716	0.004161034	0.0002023076	0.21563	0.0299128	0.00362918	0.750828	0.1887658	0.3101982	0.4103402	0.6743106	-1.667248	-1.170544	0.7764795
15670	-894.1525	-919.284	25.13158	0.02511009	0.1646585	0.004786549	0.03138763	-3.684486	-1.803881	-1.65746	0.125535	0.124585	0.425843	0.795434	0.01920912	0.006938943	0.008821933	0.004472384	0.0007161301	0.003573518	0.000648898	0.0009191058	0.006938943	0.01920912	0.0007161301	0.003573518	0.008821933	0.004472384	0.0009191058	0.000648898	0.21563	0.0299128	0.00362918	0.750828	0.1506454	0.2892438	0.4306294	0.826822	-1.892827	-1.240485	1.050319
15680	-895.3231	-915.8895	20.56641	0.1226747	0.3443156	0.5350161	1.501649	-2.098219	-1.066197	1.47276	0.132328	0.231496	0.168686	0.0873512	0.02213216	0.005132216	0.0002007173	0.01113836	0.008236054	0.01156954	0.00648214	0.00389578	0.005132216	0.02213216	0.008236054	0.01156954	0.0002007173	0.01113836	0.00389578	0.00648214	0.750828	0.0299128	0.00362918	0.21563	0.2550032	0.5758119	0.7037024	1.589	-1.366479	-0.5519743	1.015079
15690	-889.2199	-914.2018	24.98187	0.1656459	0.06024849	0.1818569	0.06614474	-1.797903	-2.809278	0.0933678	0.180314	0.23042	0.675436	0.654135	0.01831944	5.322782e-05	0.001189106	0.007365456	0.008687006	0.001706173	0.01677103	0.009009848	5.322782e-05	0.01831944	0.008687006	0.001706173	0.001189106	0.007365456	0.009009848	0.01677103	0.707114	0.0281713	0.00341789	0.261297	0.3459602	0.2906686	0.8572932	0.7202801	-1.061432	-1.235571	0.9074563
15700	-874.9877	-911.0596	36.07193	0.03865374	0.2439537	0.04478085	0.2826235	-3.253112	-1.410777	0.1471372	0.18186	0.130962	0.39144	0.459034	0.04428583	0.0001723834	0.0001007995	0.01474483	0.0006108383	9.636215e-07	1.471831e-06	0.000406338	0.0001723834	0.04428583	0.0006108383	9.636215e-07	0.0001007995	0.01474483	0.000406338	1.471831e-06	0.707114	0.0281713	0.00341789	0.261297	0.2205141	0.3749156	0.4362209	0.7416579	-1.511794	-0.9810544	0.6821871
15710	-886.8183	-912.3669	25.54862	0.01936792	0.04260384	0.01236355	0.02719624	-3.944137	-3.155811	-0.4488656	0.224976	0.196093	0.86781	0.832634	0.03501757	0.003374274	4.452609e-05	0.007547653	0.01369549	0.0001431381	0.002405461	0.001208655	0.003374274	0.03501757	0.01369549	0.0001431381	4.452609e-05	0.007547653	0.001208655	0.002405461	0.707114	0.0281713	0.00341789	0.261297	0.2443443	0.238697	0.8801733	0.8598305	-1.409177	-1.43256	1.28154
15720	-884.406	-910.7517	26.34571	0.04569297	0.06816965	0.3057974	0.4562211	-3.085811	-2.685756	1.900978	0.171515	0.248245	0.347814	0.495919	0.02498398	0.01004306	4.497307e-06	0.01520519	0.006279531	0.0004374166	0.003331265	0.0002933865	0.01004306	0.02498398	0.006279531	0.0004374166	4.497307e-06	0.01520519	0.0002933865	0.003331265	0.707114	0.0281713	0.261297	0.00341789	0.217208	0.316415	0.6536117	0.9521405	-1.5269	-1.150701	1.101658
15730	-889.1648	-911.4503	22.28552	0.01647835	0.1174641	0.02295499	0.1636321	-4.105708	-2.141623	0.3314879	0.182058	0.204225	0.60015	0.84599	0.03611579	0.0004198873	0.001166395	0.008665529	0.009225069	0.0009027377	0.004514063	0.01058637	0.0004198873	0.03611579	0.009225069	0.0009027377	0.001166395	0.008665529	0.01058637	0.004514063	0.887986	0.0353772	0.0723445	0.00429215	0.1985359	0.3216891	0.623105	1.009622	-1.616786	-1.13417	1.143745
15740	-890.3978	-913.6742	23.27645	0.07984357	0.03232992	0.1225591	0.04962609	-2.527686	-3.431762	0.4285237	0.182378	0.244884	0.47473	0.581812	0.01491333	0.0003732927	0.002873816	0.00885592	0.01345573	0.007742886	0.01150468	0.002638281	0.0003732927	0.01491333	0.01345573	0.007742886	0.002873816	0.00885592	0.002638281	0.01150468	0.887986	0.0353772	0.0723445	0.00429215	0.2622215	0.2772136	0.5972893	0.6314383	-1.338566	-1.282967	0.823212
15750	-884.1122	-912.1074	27.99517	0.0637812	0.05375771	0.4800745	0.4046287	-2.752297	-2.923268	2.018483	0.143902	0.147855	0.487337	0.534506	0.01993376	0.001790265	0.0005401222	0.01221678	0.000478402	0.002332687	1.91315e-05	0.004352377	0.001790265	0.01993376	0.000478402	0.002332687	0.0005401222	0.01221678	0.004352377	1.91315e-05	0.887986	0.0353772	0.0723445	0.00429215	0.2076828	0.2016125	0.9674114	0.9391351	-1.571743	-1.601408	1.538612
15760	-887.5191	-915.3149	27.79581	0.01801718	0.0887225	0.02090575	0.1029468	-4.016429	-2.422242	0.1486984	0.127387	0.290608	0.268399	0.65179	0.02920012	0.001181117	1.745671e-06	0.004696186	0.001907448	0.003773749	0.004568152	0.007490931	0.001181117	0.02920012	0.001907448	0.003773749	1.745671e-06	0.004696186	0.007490931	0.004568152	0.887986	0.0353772	0.0723445	0.00429215	0.1454043	0.3793301	0.2893047	0.7547371	-1.928237	-0.9693486	0.6879628
15770	-881.4686	-910.6209	29.15226	0.02509195	0.1021231	0.02950742	0.1200939	-3.685208	-2.281576	0.1620947	0.194022	0.147119	0.616623	0.61488	0.0245342	0.001132452	0.0007208798	0.008035125	0.0004716919	0.0009148901	0.001669261	0.001037626	0.001132452	0.0245342	0.0004716919	0.0009148901	0.0007208798	0.008035125	0.001037626	0.001669261	0.887986	0.0353772	0.0723445	0.00429215	0.2191141	0.2492424	0.6461304	0.7349738	-1.518163	-1.389329	1.081409
15780	-887.4084	-913.8662	26.45785	0.06303482	0.08352065	0.03223775	0.04271476	-2.764068	-2.482661	-0.6705492	0.13363	0.179612	0.368998	0.494129	0.02384532	0.005212827	0.004949557	0.01125545	0.003904097	0.0006323781	0.004034194	0.0002244093	0.005212827	0.02384532	0.003904097	0.0006323781	0.004949557	0.01125545	0.0002244093	0.004034194	0.887986	0.0353772	0.0723445	0.00429215	0.1966644	0.2631323	0.4012355	0.5368436	-1.626256	-1.335098	0.7130498
15790	-889.7013	-913.6152	23.9139	0.02768449	0.02402774	0.1393184	0.1209163	-3.586883	-3.728546	1.61589	0.155796	0.180987	0.460808	0.549642	0.01489955	0.001020625	9.795036e-06	0.03300405	0.0009723694	0.003341418	0.002260019	0.01234121	0.001020625	0.01489955	0.0009723694	0.003341418	9.795036e-06	0.03300405	0.01234121	0.002260019	0.597269	0.127194	0.260105	0.0154319	0.1834809	0.2050144	0.6001266	0.6705579	-1.695644	-1.584675	1.18503
15800	-888.0307	-911.8477	23.81695	0.05872161	0.03439479	0.1473237	0.08629136	-2.834948	-3.36985	0.9198244	0.157549	0.218573	0.434898	0.594723	0.02822209	0.001430253	0.0004016068	0.01685872	0.005173292	0.0006452995	0.002542688	0.01301508	0.001430253	0.02822209	0.005173292	0.0006452995	0.0004016068	0.01685872	0.01301508	0.002542688	0.338058	0.20906	0.427517	0.0253643	0.2162702	0.2529675	0.5822218	0.6810147	-1.531227	-1.374494	0.990323
15810	-885.5923	-912.1916	26.59932	0.1019827	0.05130924	0.05250027	0.02641379	-2.282952	-2.969884	-0.6639845	0.177766	0.16889	0.747013	0.60291	0.02343411	0.000221821	0.00108626	0.008820614	0.00867047	0.00561642	0.002330781	0.001140578	0.000221821	0.02343411	0.00867047	0.00561642	0.00108626	0.008820614	0.001140578	0.002330781	0.338058	0.20906	0.0253643	0.427517	0.2797484	0.2201993	0.7995132	0.6293234	-1.273865	-1.513222	1.050112
15820	-882.9671	-912.9854	30.01837	0.07252332	0.0266206	0.0661771	0.02429114	-2.623847	-3.62607	-0.0915737	0.164823	0.179613	0.75977	0.693388	0.02467617	1.109842e-07	0.003169906	0.003987427	0.009520951	0.0005699706	0.006500299	0.001985142	1.109842e-07	0.02467617	0.009520951	0.0005699706	0.003169906	0.003987427	0.001985142	0.006500299	0.338058	0.20906	0.0253643	0.427517	0.237346	0.2062337	0.8259475	0.7176791	-1.438236	-1.578745	1.247012
15830	-887.9228	-914.2008	26.278	0.1866677	0.03218622	0.7286983	0.125646	-1.678425	-3.436217	1.36193	0.153138	0.176458	0.467018	0.608534	0.01222481	0.001643231	0.007964085	0.01929788	3.947133e-05	0.000280099	0.009858865	0.0009941607	0.001643231	0.01222481	3.947133e-05	0.000280099	0.007964085	0.01929788	0.0009941607	0.009858865	0.338058	0.20906	0.0253643	0.427517	0.3398061	0.2086438	1.195717	0.7341799	-1.07938	-1.567127	1.258126
15840	-895.8711	-915.9922	20.12116	0.05963963	0.09235701	0.04722191	0.07312711	-2.819435	-2.382094	-0.2334624	0.157145	0.231362	0.305975	0.454294	0.05073278	0.008526425	0.0003787731	0.01123514	0.002645045	0.01190947	0.02257455	0.0004814641	0.008526425	0.05073278	0.002645045	0.01190947	0.0003787731	0.01123514	0.0004814641	0.02257455	0.338058	0.20906	0.0253643	0.427517	0.2167841	0.323719	0.3531965	0.5274207	-1.528853	-1.127879	0.4881225
15850	-882.6482	-913.1954	30.54722	0.03059494	0.07048286	0.01482831	0.0341606	-3.486921	-2.652386	-0.7242967	0.182059	0.208704	0.528088	0.678617	0.01935385	0.004327181	8.104131e-05	0.00405756	6.772729e-05	0.0002349779	0.008931004	0.00177786	0.004327181	0.01935385	6.772729e-05	0.0002349779	8.104131e-05	0.00405756	0.00177786	0.008931004	0.338058	0.20906	0.0253643	0.427517	0.2126537	0.2791864	0.5429159	0.7127772	-1.54809	-1.275876	0.9372893
