Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	net_diversification[1]	net_diversification[2]	net_diversification[3]	net_diversification[4]	q[1][2]	q[1][3]	q[2][1]	q[2][4]	q[3][1]	q[3][4]	q[4][2]	q[4][3]	q_0A0B	q_0A1A	q_0B0A	q_0B1B	q_1A0A	q_1A1B	q_1B0B	q_1B1A	root_frequencies[1]	root_frequencies[2]	root_frequencies[3]	root_frequencies[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]
37980	-888.7767	-913.8991	25.12238	0.09636519	0.06150268	0.1448108	0.09242192	-2.33961	-2.788674	0.4072833	0.155561	0.255259	0.458553	0.666225	0.02152011	0.0001452175	0.008990417	0.01801239	0.001985865	0.005172173	0.008579433	0.0004257996	0.0001452175	0.02152011	0.001985865	0.005172173	0.008990417	0.01801239	0.0004257996	0.008579433	0.308468	0.308025	0.254052	0.129455	0.2519259	0.316762	0.603364	0.758647	-1.37862	-1.149605	0.8733859
37990	-901.078	-922.3796	21.30162	0.04818759	0.2777016	0.0712789	0.4107752	-3.032654	-1.281208	0.3914988	0.0301696	-0.0683145	0.151587	0.184771	0.02237224	0.005498578	0.0001687962	0.0007698414	0.04234796	0.01575307	0.00487838	0.003756204	0.005498578	0.02237224	0.04234796	0.01575307	0.0001687962	0.0007698414	0.003756204	0.00487838	0.129455	0.308025	0.254052	0.308468	0.07835717	0.2093871	0.2228662	0.595546	-2.546478	-1.563571	1.045294
38000	-887.2931	-918.7951	31.50201	0.04493812	0.2675061	0.05545904	0.3301347	-3.102469	-1.318613	0.2103584	0.0832149	-0.0312188	0.191523	0.125249	0.008433176	0.006250894	4.370277e-05	6.648592e-05	0.0001394245	0.05259169	7.929447e-05	0.0005409594	0.006250894	0.008433176	0.0001394245	0.05259169	4.370277e-05	6.648592e-05	0.0005409594	7.929447e-05	0.352779	0.208623	0.290546	0.148051	0.1281531	0.2362873	0.2469824	0.4553836	-2.05453	-1.442707	0.6560916
38010	-897.6613	-922.5726	24.91134	0.008779298	0.4554941	0.005953949	0.3089072	-4.735359	-0.7863726	-0.3883418	0.0494916	-0.293066	0.167796	0.175414	0.002030343	1.809388e-07	0.005100582	0.0006636958	0.001402	0.03324165	0.01299745	0.01416181	1.809388e-07	0.002030343	0.001402	0.03324165	0.005100582	0.0006636958	0.01416181	0.01299745	0.352779	0.208623	0.290546	0.148051	0.05827093	0.1624277	0.1737504	0.4843216	-2.842652	-1.817523	1.092516
38020	-896.9274	-923.259	26.33155	0.05562401	0.4712193	0.02795942	0.2368585	-2.88914	-0.7524316	-0.6878609	-0.00658914	-0.338822	0.186604	0.342476	0.0009481897	0.02270121	0.03857673	9.635587e-05	7.63004e-05	0.01599675	0.0005344889	0.0001846566	0.02270121	0.0009481897	7.63004e-05	0.01599675	0.03857673	9.635587e-05	0.0001846566	0.0005344889	0.352779	0.208623	0.290546	0.148051	0.04903487	0.1323973	0.2145633	0.5793348	-3.015224	-2.021948	1.476073
38030	-891.7493	-921.5268	29.77753	0.03393996	0.0771516	0.008573559	0.01948923	-3.383162	-2.561983	-1.37591	0.0387899	0.0709045	0.166052	0.335995	0.008078938	0.00164091	0.00262862	0.001105827	0.002420266	0.02464882	6.58619e-05	0.0001850901	0.00164091	0.008078938	0.002420266	0.02464882	0.00262862	0.001105827	0.0001850901	6.58619e-05	0.352779	0.208623	0.290546	0.148051	0.07272988	0.1480561	0.1746252	0.3554842	-2.621003	-1.910164	0.8758895
38040	-889.0655	-918.8847	29.81923	0.05927993	0.07788868	0.1728008	0.2270453	-2.825485	-2.552475	1.069869	0.00505403	0.0297676	0.131485	0.282146	1.794237e-06	0.004265599	0.003133456	0.007012402	0.002621849	0.02128298	0.0104965	7.292572e-05	0.004265599	1.794237e-06	0.002621849	0.02128298	0.003133456	0.007012402	7.292572e-05	0.0104965	0.352779	0.208623	0.290546	0.148051	0.06433395	0.1076563	0.3042859	0.5091914	-2.743668	-2.228812	1.55388
38050	-892.9442	-920.3452	27.40097	0.07418193	0.05063468	0.05295097	0.03614297	-2.601235	-2.983119	-0.3371542	-0.028239	0.0144053	0.185724	0.301743	0.0006156864	0.01007894	0.006001482	0.0003266818	0.01247331	0.0241203	0.01631185	3.612136e-07	0.01007894	0.0006156864	0.01247331	0.0241203	0.006001482	0.0003266818	3.612136e-07	0.01631185	0.208623	0.352779	0.290546	0.148051	0.0459429	0.06504	0.2386754	0.3378857	-3.080356	-2.732753	1.647705
38060	-898.7642	-919.1497	20.38555	0.04873841	0.1306047	0.09664724	0.2589863	-3.021288	-2.03558	0.6846003	-0.0196893	-0.0702902	0.160383	0.274684	0.004710459	0.003732751	0.0003482772	0.01333869	0.004214646	0.02401785	0.01434011	0.006225049	0.003732751	0.004710459	0.004214646	0.02401785	0.0003482772	0.01333869	0.006225049	0.01434011	0.208623	0.352779	0.290546	0.148051	0.02904907	0.06031443	0.2570303	0.5336707	-3.538769	-2.808184	2.180208
38070	-886.7245	-918.8882	32.16372	0.07456547	0.1261211	0.1268589	0.2145709	-2.596078	-2.070513	0.5313979	-0.00364478	-0.00734732	0.158414	0.263188	0.001107236	2.471685e-05	0.0002919669	0.002103146	0.003723871	0.0217268	0.002693361	0.001406523	2.471685e-05	0.001107236	0.003723871	0.0217268	0.0002919669	0.002103146	0.001406523	0.002693361	0.352779	0.208623	0.290546	0.148051	0.07092069	0.1187737	0.2852733	0.4777586	-2.646193	-2.130535	1.391885
38080	-894.0244	-918.2999	24.27546	0.07609899	0.191917	0.07639211	0.1926563	-2.57572	-1.650692	0.003844406	-0.0118373	-0.0826174	0.188326	0.25759	2.875712e-05	0.006323291	0.008957177	0.0286148	0.0001195786	0.02999765	0.0105807	0.002249523	0.006323291	2.875712e-05	0.0001195786	0.02999765	0.008957177	0.0286148	0.002249523	0.0105807	0.352779	0.208623	0.290546	0.148051	0.06426169	0.1092997	0.2647179	0.4502462	-2.744792	-2.213662	1.415701
38090	-895.5889	-918.7025	23.11362	0.04216601	0.08994916	0.07794424	0.1662718	-3.166141	-2.408511	0.6143794	0.0304467	0.0281185	0.157718	0.216913	2.364904e-05	0.02550034	0.004948463	0.01625049	0.0005298589	0.03111459	0.02811336	6.089352e-05	0.02550034	2.364904e-05	0.0005298589	0.03111459	0.004948463	0.01625049	6.089352e-05	0.02811336	0.363756	0.121544	0.299586	0.215114	0.0726127	0.1180677	0.2356622	0.3831848	-2.622615	-2.136497	1.177259
38100	-889.9202	-915.2604	25.34013	0.02558671	0.01361713	0.0358355	0.01907148	-3.665682	-4.296427	0.3368657	0.139414	0.227135	0.343106	0.533843	0.02377236	0.006437934	0.001810583	0.007376926	8.010777e-06	0.03455666	0.000127642	0.000276458	0.006437934	0.02377236	8.010777e-06	0.03455666	0.001810583	0.007376926	0.000276458	0.000127642	0.363756	0.121544	0.299586	0.215114	0.1650004	0.2407523	0.3789416	0.552914	-1.801807	-1.423987	0.8314339
38110	-891.1868	-916.3817	25.19492	0.01697828	0.04388577	0.007289608	0.01884231	-4.075821	-3.126165	-0.845485	0.135275	0.185019	0.556327	0.828526	0.02535834	0.01220845	0.01193464	0.01007207	0.007711617	0.008206876	0.0004846901	3.393965e-08	0.01220845	0.02535834	0.007711617	0.008206876	0.01193464	0.01007207	3.393965e-08	0.0004846901	0.363756	0.121544	0.299586	0.215114	0.1522534	0.2289052	0.5636165	0.8473687	-1.882209	-1.474447	1.308828
38120	-884.1066	-915.2088	31.10221	0.05444797	0.08501038	0.0347428	0.05424442	-2.91051	-2.464982	-0.4492731	0.12861	0.153415	0.518947	0.666913	0.02878488	3.999691e-06	0.0009196091	0.007738493	0.0009443638	0.003057589	8.134587e-05	0.009023549	3.999691e-06	0.02878488	0.0009443638	0.003057589	0.0009196091	0.007738493	0.009023549	8.134587e-05	0.299586	0.121544	0.363756	0.215114	0.1830579	0.2384251	0.5536898	0.7211577	-1.697953	-1.4337	1.106802
38130	-881.0945	-910.6472	29.5527	0.04022516	0.1057879	0.03385884	0.08904517	-3.213263	-2.246319	-0.1722926	0.173463	0.177024	0.528918	0.655779	0.02847433	0.0003002803	0.0007652519	0.01586453	0.001709423	0.0004212436	0.0005397358	0.0007846698	0.0003002803	0.02847433	0.001709423	0.0004212436	0.0007652519	0.01586453	0.0007846698	0.0005397358	0.363756	0.299586	0.215114	0.121544	0.2136881	0.2828118	0.5627772	0.7448243	-1.543238	-1.262973	0.9683666
38140	-884.3176	-914.0031	29.68555	0.101756	0.1860716	0.2551393	0.4665491	-2.285177	-1.681623	0.9192314	0.139706	0.16102	0.553526	0.695875	0.02058978	0.001553442	7.087493e-06	0.004701298	0.000303989	0.001496351	0.01007675	0.003874102	0.001553442	0.02058978	0.000303989	0.001496351	7.087493e-06	0.004701298	0.003874102	0.01007675	0.297593	0.245095	0.175988	0.281324	0.2414617	0.3470915	0.8086657	1.162424	-1.421044	-1.058167	1.208675
38150	-887.8657	-913.4653	25.59965	0.02014339	0.02317053	0.002246617	0.002584237	-3.904879	-3.764874	-2.193451	0.171112	0.271835	0.506109	0.781537	0.02405295	0.007608641	0.002101884	0.007419527	0.004723079	0.001348905	0.0003736189	2.028759e-06	0.007608641	0.02405295	0.004723079	0.001348905	0.002101884	0.007419527	2.028759e-06	0.0003736189	0.297593	0.245095	0.175988	0.281324	0.1912557	0.2950052	0.5083556	0.7841208	-1.654144	-1.220762	0.9775701
38160	-885.8975	-913.099	27.20154	0.05652986	0.1020002	0.0357996	0.06459532	-2.872986	-2.282781	-0.4568323	0.181027	0.207112	0.45159	0.569602	0.0204848	0.003239935	0.002094704	0.01579443	0.009335818	0.001270085	0.003268863	2.138666e-05	0.003239935	0.0204848	0.009335818	0.001270085	0.002094704	0.01579443	2.138666e-05	0.003268863	0.297593	0.281324	0.175988	0.245095	0.2375569	0.3091123	0.4873893	0.6341977	-1.437348	-1.174051	0.7186561
38170	-888.9767	-913.0473	24.07057	0.01952514	0.08118367	0.03599568	0.1496666	-3.936052	-2.511041	0.611696	0.229364	0.188186	0.659846	0.603435	0.03191048	0.003661019	0.003596284	0.008741968	0.01753254	0.01072573	5.84867e-06	0.0003261059	0.003661019	0.03191048	0.01753254	0.01072573	0.003596284	0.008741968	0.0003261059	5.84867e-06	0.297593	0.281324	0.175988	0.245095	0.2488887	0.2693692	0.695842	0.7531015	-1.39075	-1.311672	1.028117
38180	-886.1618	-912.1974	26.0356	0.0367657	0.08925075	0.1084369	0.2632366	-3.30319	-2.416305	1.081603	0.164109	0.183832	0.461239	0.511219	0.01916159	0.00144081	0.001851529	0.01186481	0.007359699	0.008300119	9.741737e-05	0.001596005	0.00144081	0.01916159	0.007359699	0.008300119	0.001851529	0.01186481	0.001596005	9.741737e-05	0.297593	0.281324	0.175988	0.245095	0.2008749	0.2730828	0.5696755	0.7744552	-1.605073	-1.29798	1.042385
38190	-888.767	-911.8546	23.08757	0.1109886	0.06328508	1.376631	0.7849473	-2.198328	-2.760106	2.517967	0.17687	0.203522	0.0874636	0.572074	0.02801938	0.01084278	0.000220102	0.0142148	0.001373632	0.0009564198	0.003216391	0.000261672	0.01084278	0.02801938	0.001373632	0.0009564198	0.000220102	0.0142148	0.000261672	0.003216391	0.297593	0.281324	0.175988	0.245095	0.2878591	0.2668071	1.464094	1.357021	-1.245284	-1.321229	1.626521
38200	-886.4926	-913.0316	26.53903	0.01717731	0.03379328	0.04748632	0.09342084	-4.064166	-3.387493	1.016853	0.191138	0.228406	0.599693	0.72116	0.0226427	0.0002992225	0.01083282	0.005947192	0.008794295	0.01187468	0.0002903452	1.010525e-06	0.0002992225	0.0226427	0.008794295	0.01187468	0.01083282	0.005947192	1.010525e-06	0.0002903452	0.297593	0.281324	0.175988	0.245095	0.2083154	0.2621989	0.6471792	0.8145809	-1.568702	-1.338652	1.13357
38210	-889.7382	-913.8615	24.12339	0.1144173	0.0898842	0.3984146	0.3129875	-2.167903	-2.409233	1.247641	0.149816	0.273069	0.169792	0.467507	0.02292751	0.00996521	0.00106734	0.001091123	0.007857373	0.02323622	0.00205633	0.0002062611	0.00996521	0.02292751	0.007857373	0.02323622	0.00106734	0.001091123	0.0002062611	0.00205633	0.175988	0.281324	0.297593	0.245095	0.2642333	0.3629533	0.5682071	0.7804946	-1.330923	-1.013481	0.7656535
38220	-890.0954	-911.9443	21.8489	0.09050265	0.02362113	0.7662205	0.199983	-2.402376	-3.745614	2.136091	0.16846	0.235066	0.0150509	0.580457	0.01955892	0.006883938	0.00551238	0.01104781	0.002728106	0.001448669	0.005519015	0.000735934	0.006883938	0.01955892	0.002728106	0.001448669	0.00551238	0.01104781	0.000735934	0.005519015	0.175988	0.281324	0.297593	0.245095	0.258963	0.2586875	0.7812715	0.7804404	-1.35107	-1.352134	1.104237
38230	-894.1568	-913.2301	19.07324	0.0191896	0.02546837	0.04018403	0.0533321	-3.953387	-3.670318	0.7391011	0.165987	0.168024	0.644727	0.662338	0.02495124	0.003533024	0.007063946	0.0130182	0.0004968208	0.01192416	0.006663364	0.01011013	0.003533024	0.02495124	0.0004968208	0.01192416	0.007063946	0.0130182	0.01011013	0.006663364	0.220405	0.352327	0.120314	0.306954	0.1851763	0.1934926	0.684911	0.7156705	-1.686447	-1.642516	1.307981
38240	-890.0223	-912.9638	22.94149	0.02823684	0.03705757	0.0176246	0.02313024	-3.567128	-3.295283	-0.4713317	0.191556	0.186252	0.821433	0.829353	0.03282377	1.222491e-05	0.01374403	0.01142393	0.004730102	0.01082429	0.008707739	0.0001640055	1.222491e-05	0.03282377	0.004730102	0.01082429	0.01374403	0.01142393	0.0001640055	0.008707739	0.220405	0.352327	0.120314	0.306954	0.219793	0.22331	0.8390572	0.8524835	-1.515069	-1.499194	1.339593
38250	-891.1678	-913.5009	22.33306	0.1881112	0.05270767	1.894644	0.5308684	-1.670722	-2.942994	2.309753	0.15503	0.2236	-0.392483	0.678718	0.01882065	0.02436166	6.975445e-05	0.01306519	0.002161132	5.194629e-05	0.01049839	0.002119633	0.02436166	0.01882065	0.002161132	5.194629e-05	6.975445e-05	0.01306519	0.002119633	0.01049839	0.220405	0.352327	0.120314	0.306954	0.3431411	0.2763077	1.502161	1.209586	-1.069613	-1.28624	1.476518
38260	-886.3136	-914.7379	28.4243	0.07763495	0.06417665	0.02425801	0.0200528	-2.555738	-2.746116	-1.163271	0.223614	0.157141	0.876108	0.641417	0.02997308	0.003379742	0.0002235854	0.01294871	0.0001250027	0.0004650136	0.004754372	0.0006341254	0.003379742	0.02997308	0.0001250027	0.0004650136	0.0002235854	0.01294871	0.0006341254	0.004754372	0.294073	0.17687	0.246324	0.282734	0.3012488	0.2213178	0.9003661	0.6614699	-1.199819	-1.508156	1.094865
38270	-884.2841	-911.682	27.39787	0.03579877	0.03711704	0.09015172	0.09347151	-3.329842	-3.293679	0.9235805	0.177863	0.182347	0.503737	0.516545	0.02935281	0.0003713613	1.855833e-05	0.02846856	0.000191643	0.0007214928	0.002475037	0.006898788	0.0003713613	0.02935281	0.000191643	0.0007214928	1.855833e-05	0.02846856	0.006898788	0.002475037	0.318819	0.191754	0.1829	0.306527	0.2136619	0.2194639	0.593889	0.610016	-1.54336	-1.516568	1.022298
38280	-882.7364	-915.9276	33.19113	0.0514195	0.06797571	0.1517253	0.2005783	-2.967738	-2.688605	1.082054	0.132578	0.117026	0.673265	0.628913	0.0308721	0.0008350264	4.09404e-06	0.008098722	0.01522039	0.001209108	0.0001263697	7.613513e-07	0.0008350264	0.0308721	0.01522039	0.001209108	4.09404e-06	0.008098722	7.613513e-07	0.0001263697	0.191754	0.1829	0.318819	0.306527	0.1839976	0.1850013	0.8249904	0.8294909	-1.692833	-1.687392	1.500449
38290	-888.1815	-913.5103	25.32877	0.02369558	0.05881261	0.004066628	0.0100934	-3.742467	-2.833399	-1.762474	0.163957	0.217159	0.579013	0.847415	0.02564148	0.0001666937	1.951689e-10	0.005209652	0.0006968472	0.02095144	0.04905813	0.009969974	0.0001666937	0.02564148	0.0006968472	0.02095144	1.951689e-10	0.005209652	0.009969974	0.04905813	0.195247	0.168016	0.324627	0.31211	0.1876527	0.2759721	0.58308	0.8575086	-1.673162	-1.287456	1.133731
38300	-885.496	-911.5568	26.0608	0.1025481	0.05547401	1.940158	1.049541	-2.277424	-2.891841	2.940193	0.177872	0.176932	-0.444807	0.189774	0.01821015	0.002822998	0.0001018888	0.01728586	0.002025581	6.865781e-05	4.178431e-05	0.004903816	0.002822998	0.01821015	0.002025581	6.865781e-05	0.0001018888	0.01728586	0.004903816	4.178431e-05	0.195247	0.168016	0.324627	0.31211	0.2804201	0.2324061	1.495351	1.239315	-1.271467	-1.459269	1.673828
38310	-902.1619	-919.1571	16.9952	0.06465749	0.1276817	0.3295796	0.6508337	-2.738651	-2.058215	1.628714	0.144707	0.146635	0.553054	0.505621	0.02081068	0.01605337	0.01432973	0.00928469	0.006297776	0.01127358	8.506534e-05	0.02900376	0.01605337	0.02081068	0.006297776	0.01127358	0.01432973	0.00928469	0.02900376	8.506534e-05	0.195247	0.168016	0.31211	0.324627	0.2093646	0.2743162	0.8826334	1.156455	-1.563678	-1.293474	1.438833
38320	-892.6318	-914.3101	21.67825	0.1524467	0.1058252	0.08602341	0.05971561	-1.88094	-2.245966	-0.5721954	0.147352	0.205252	0.622613	0.675579	0.02153913	0.001884067	0.00183235	0.009090348	1.828789e-05	0.01553149	0.03982719	0.008052419	0.001884067	0.02153913	1.828789e-05	0.01553149	0.00183235	0.009090348	0.008052419	0.03982719	0.195247	0.168016	0.324627	0.31211	0.2997988	0.311077	0.7086368	0.7352951	-1.204644	-1.167715	0.8602314
38330	-886.653	-914.5262	27.87318	0.02851212	0.06923647	0.05081529	0.1233956	-3.557426	-2.670228	0.5778679	0.167855	0.211046	0.418802	0.546908	0.02130332	0.006179675	0.0002747953	0.003808796	0.003743691	0.01393066	9.13857e-06	0.002948758	0.006179675	0.02130332	0.003743691	0.01393066	0.0002747953	0.003808796	0.002948758	9.13857e-06	0.195247	0.168016	0.324627	0.31211	0.1963674	0.2802828	0.4696176	0.6703035	-1.627768	-1.271956	0.8719316
38340	-875.1596	-913.3172	38.15758	0.0874085	0.06483962	0.1656102	0.1228496	-2.437163	-2.735838	0.6390441	0.150609	0.189146	0.421967	0.504145	0.0165515	4.092127e-06	0.002463068	0.02057727	0.001992291	5.528791e-06	0.0001270578	1.137412e-06	4.092127e-06	0.0165515	0.001992291	5.528791e-06	0.002463068	0.02057727	1.137412e-06	0.0001270578	0.195247	0.168016	0.324627	0.31211	0.2380179	0.2539855	0.5875771	0.6269951	-1.43541	-1.370478	0.9036617
38350	-886.4561	-911.5929	25.13686	0.04696721	0.02679887	0.03280421	0.01871765	-3.058306	-3.619395	-0.3588929	0.172526	0.180181	0.598207	0.576319	0.02450991	0.002154226	0.001205314	0.03289135	0.002821979	0.01412021	0.01625109	2.021093e-08	0.002154226	0.02450991	0.002821979	0.01412021	0.001205314	0.03289135	2.021093e-08	0.01625109	0.324627	0.168016	0.195247	0.31211	0.2194933	0.2069798	0.6310108	0.5950364	-1.516434	-1.575134	1.056001
38360	-887.6559	-914.8769	27.22104	0.05392372	0.03457308	0.01909129	0.01224034	-2.920185	-3.36468	-1.038338	0.154463	0.207496	0.50529	0.596898	0.02770554	0.01092904	0.003689149	0.005011856	0.001283342	0.002383107	9.892606e-05	0.0003036993	0.01092904	0.02770554	0.001283342	0.002383107	0.003689149	0.005011856	0.0003036993	9.892606e-05	0.324627	0.31211	0.195247	0.168016	0.2083869	0.2420688	0.5243814	0.6091379	-1.568359	-1.418533	0.9228229
38370	-885.2398	-911.2286	25.98881	0.04300237	0.04736132	0.04640113	0.0511046	-3.1465	-3.049949	0.07606861	0.180722	0.197551	0.539148	0.5899	0.02294924	0.002179545	0.0002098785	0.01210209	0.003042084	0.009307474	0.005511082	0.0004580385	0.002179545	0.02294924	0.003042084	0.009307474	0.0002098785	0.01210209	0.0004580385	0.005511082	0.324627	0.31211	0.195247	0.168016	0.2237243	0.2449127	0.5855489	0.6410048	-1.497341	-1.406853	0.962135
38380	-880.0452	-912.6418	32.59659	0.03235598	0.1550798	0.08634367	0.4138388	-3.430956	-1.863815	0.9815366	0.193555	0.19772	0.557905	0.592268	0.03471292	0.007744607	2.930117e-05	0.004320251	0.001042789	0.0003888103	0.001471483	3.210512e-07	0.007744607	0.03471292	0.001042789	0.0003888103	2.930117e-05	0.004320251	3.210512e-07	0.001471483	0.324627	0.31211	0.195247	0.168016	0.2259109	0.3527996	0.6442485	1.006107	-1.487615	-1.041855	1.047944
38390	-890.7242	-916.0115	25.28739	0.01803244	0.1514145	0.01960932	0.1646552	-4.015583	-1.887734	0.08383259	0.23812	0.170021	0.626764	0.646452	0.0114917	0.0002316173	0.01372401	0.01316713	0.007359057	0.01710362	0.0006856199	1.992152e-05	0.0002316173	0.0114917	0.007359057	0.01710362	0.01372401	0.01316713	1.992152e-05	0.0006856199	0.324627	0.31211	0.195247	0.168016	0.2561525	0.3214353	0.6463732	0.8111073	-1.361982	-1.134959	0.925604
38400	-889.2539	-913.0157	23.76185	0.01216992	0.1444965	0.01941154	0.2304779	-4.408788	-1.9345	0.4669002	0.201621	0.232909	0.454236	0.605649	0.04140569	0.0005590677	0.002789069	0.01092635	0.001854363	0.001642287	0.000803597	0.002504246	0.0005590677	0.04140569	0.001854363	0.001642287	0.002789069	0.01092635	0.002504246	0.000803597	0.324627	0.31211	0.195247	0.168016	0.2137913	0.377405	0.4736472	0.8361274	-1.542755	-0.9744365	0.7954622
38410	-886.8238	-914.1064	27.28263	0.1350681	0.0263305	0.2763302	0.05386848	-2.001976	-3.637027	0.7158174	0.138106	0.186701	0.578156	0.612494	0.01450734	0.000172188	0.005179566	0.006608705	0.00175797	0.001803367	0.001373631	0.007101793	0.000172188	0.01450734	0.00175797	0.001803367	0.005179566	0.006608705	0.007101793	0.001373631	0.39799	0.302745	0.16085	0.138416	0.2731737	0.2130316	0.8544866	0.6663623	-1.297647	-1.546315	1.140393
38420	-891.2408	-917.958	26.71716	0.03593994	0.0454738	0.06110032	0.07730852	-3.325906	-3.090619	0.5306679	0.172893	0.250553	0.856112	1.22287	0.01706882	5.451995e-07	0.006961183	0.01299574	0.0001073434	0.01379394	0.001580989	0.0153926	5.451995e-07	0.01706882	0.0001073434	0.01379394	0.006961183	0.01299574	0.0153926	0.001580989	0.39799	0.302745	0.16085	0.138416	0.2088331	0.2960271	0.9172123	1.300175	-1.56622	-1.217304	1.479803
38430	-892.5089	-915.8686	23.35975	0.04166598	0.05473513	0.08330714	0.1094376	-3.17807	-2.90525	0.6928492	0.105306	0.163077	0.232406	0.358447	0.05212998	0.007591445	0.004841863	0.01360463	8.632399e-05	0.002301376	0.002934738	0.001633849	0.007591445	0.05212998	8.632399e-05	0.002301376	0.004841863	0.01360463	0.001633849	0.002934738	0.39799	0.302745	0.16085	0.138416	0.1469723	0.2178119	0.3157134	0.467885	-1.917511	-1.524123	0.7645907
38440	-876.2594	-912.4913	36.23198	0.09541589	0.1246359	0.0911035	0.1190029	-2.34951	-2.082359	-0.04624888	0.14394	0.159851	0.568172	0.664579	0.02247	0.0009054832	0.000947334	0.004555294	1.543644e-08	0.001111747	0.002619464	0.0003577882	0.0009054832	0.02247	1.543644e-08	0.001111747	0.000947334	0.004555294	0.0003577882	0.002619464	0.39799	0.302745	0.16085	0.138416	0.2393562	0.2844865	0.6592759	0.7835816	-1.429802	-1.257069	1.013189
38450	-888.1683	-913.2101	25.04184	0.07335246	0.07369882	0.18378	0.1846478	-2.612479	-2.607769	0.9184635	0.200756	0.212791	0.640556	0.676924	0.02140184	0.005842096	0.0004270492	0.01116912	0.0132641	0.006712061	0.0006504638	0.0005143082	0.005842096	0.02140184	0.0132641	0.006712061	0.0004270492	0.01116912	0.0005143082	0.0006504638	0.39799	0.302745	0.138416	0.16085	0.2741086	0.2864902	0.8243365	0.861572	-1.294231	-1.250051	1.101054
38460	-891.1381	-915.4749	24.33683	0.0717964	0.1513437	0.5149291	1.085448	-2.633921	-1.888202	1.970195	0.148427	0.190262	0.199049	0.0220569	0.03729998	0.0003641793	0.0231968	0.006130797	0.001363639	0.001188589	3.86644e-05	0.002974262	0.0003641793	0.03729998	0.001363639	0.001188589	0.0231968	0.006130797	0.002974262	3.86644e-05	0.39799	0.302745	0.138416	0.16085	0.2202238	0.3416057	0.7139779	1.107505	-1.513111	-1.074098	1.176208
38470	-889.0919	-915.0594	25.96759	0.0714975	0.1525267	0.1174977	0.2506597	-2.638093	-1.880416	0.4967567	0.128187	0.167969	0.568628	0.850581	0.04619899	0.002279886	0.0009990873	0.0085221	0.003223491	0.006444328	0.0006929072	9.100368e-05	0.002279886	0.04619899	0.003223491	0.006444328	0.0009990873	0.0085221	9.100368e-05	0.0006929072	0.39799	0.302745	0.138416	0.16085	0.1996843	0.320496	0.6861255	1.101241	-1.611018	-1.137886	1.234323
38480	-888.7974	-914.0718	25.2744	0.1056729	0.1009633	0.0897735	0.08577254	-2.247407	-2.292998	-0.1630586	0.160981	0.168704	0.748613	0.762087	0.01869222	0.005188736	0.0002136795	0.004466928	0.03607592	0.002126773	0.003295242	0.0002733055	0.005188736	0.01869222	0.03607592	0.002126773	0.0002136795	0.004466928	0.0002733055	0.003295242	0.39799	0.302745	0.138416	0.16085	0.266654	0.2696671	0.8383864	0.8478599	-1.321803	-1.310567	1.145527
38490	-887.9608	-914.308	26.34725	0.06446906	0.08055042	0.1163131	0.1453266	-2.74157	-2.518872	0.5901003	0.153855	0.265362	0.448782	0.75001	0.02834475	0.004425625	0.0005471223	0.004012244	0.02357017	3.321154e-06	0.0005017627	0.01527418	0.004425625	0.02834475	0.02357017	3.321154e-06	0.0005471223	0.004012244	0.01527418	0.0005017627	0.39799	0.302745	0.138416	0.16085	0.2183237	0.3459121	0.5650949	0.8953366	-1.521777	-1.061571	0.951015
38500	-886.9904	-916.6851	29.69467	0.03682872	0.05390241	0.03806826	0.05571659	-3.301477	-2.92058	0.03310266	0.159464	0.187983	0.639914	0.779742	0.01533841	0.005033956	0.02057059	0.002055703	0.01049814	0.0002088671	1.559045e-06	0.0003842049	0.005033956	0.01533841	0.01049814	0.0002088671	0.02057059	0.002055703	0.0003842049	1.559045e-06	0.39799	0.302745	0.138416	0.16085	0.1962926	0.2418859	0.677982	0.8354583	-1.628149	-1.419289	1.239515
38510	-892.0598	-912.2254	20.16561	0.04442966	0.03950895	0.01649255	0.01466596	-3.113848	-3.231228	-0.9909983	0.160868	0.203105	0.739357	0.87857	0.02908411	0.002727657	0.0009465402	0.01406208	0.001387046	0.01224158	0.01447467	0.007326382	0.002727657	0.02908411	0.001387046	0.01224158	0.0009465402	0.01406208	0.007326382	0.01447467	0.39799	0.302745	0.138416	0.16085	0.2052977	0.2426135	0.75585	0.8932363	-1.583294	-1.416286	1.303382
38520	-887.0683	-914.9073	27.83903	0.05633135	0.0391	0.1498725	0.1040276	-2.876504	-3.241633	0.9785335	0.195651	0.130595	0.929333	0.622751	0.01703344	0.0001201223	0.001030182	0.00729014	0.001941188	0.0006211945	0.01134264	0.001967893	0.0001201223	0.01703344	0.001941188	0.0006211945	0.001030182	0.00729014	0.001967893	0.01134264	0.39799	0.302745	0.138416	0.16085	0.2519824	0.1696945	1.079206	0.7267783	-1.378396	-1.773755	1.454622
