Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	net_diversification[1]	net_diversification[2]	net_diversification[3]	net_diversification[4]	q[1][2]	q[1][3]	q[2][1]	q[2][4]	q[3][1]	q[3][4]	q[4][2]	q[4][3]	q_0A0B	q_0A1A	q_0B0A	q_0B1B	q_1A0A	q_1A1B	q_1B0B	q_1B1A	root_frequencies[1]	root_frequencies[2]	root_frequencies[3]	root_frequencies[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]
11520	-883.1253	-913.1863	30.06092	0.1070088	0.07578289	0.2198406	0.1556896	-2.234844	-2.579883	0.7199918	0.121501	0.154311	0.496275	0.565392	0.03510533	0.0006878142	2.489928e-06	0.0164881	0.003859615	0.001328165	0.0009834149	0.000543283	0.0006878142	0.03510533	0.003859615	0.001328165	2.489928e-06	0.0164881	0.000543283	0.0009834149	0.345875	0.47003	0.0338579	0.150237	0.2285097	0.2300942	0.7161159	0.7210816	-1.476177	-1.469266	1.142263
11530	-891.9222	-914.8133	22.89112	0.02966339	0.09055986	0.02730274	0.08335299	-3.517842	-2.401744	-0.08292651	0.13769	0.156141	0.309519	0.413165	0.03178077	0.01111795	0.0004847135	0.02371346	0.01003856	0.0001528898	0.008099347	0.0009696433	0.01111795	0.03178077	0.01003856	0.0001528898	0.0004847135	0.02371346	0.0009696433	0.008099347	0.345875	0.47003	0.0338579	0.150237	0.1673536	0.2467007	0.3368214	0.4965182	-1.787647	-1.399579	0.6994443
11540	-889.2228	-911.8439	22.62114	0.04109836	0.02098021	0.124931	0.06377575	-3.191787	-3.864176	1.111793	0.155076	0.189114	0.52987	0.637486	0.02196783	0.0001811512	0.002304368	0.02418355	0.0008616126	0.01131404	0.00378737	0.003702815	0.0001811512	0.02196783	0.0008616126	0.01131404	0.002304368	0.02418355	0.003702815	0.00378737	0.345875	0.0338579	0.47003	0.150237	0.1961745	0.210094	0.654801	0.7012621	-1.628751	-1.5602	1.205327
11550	-882.2032	-911.7695	29.56625	0.05240807	0.06686121	0.06509668	0.08304908	-2.948695	-2.705136	0.2168128	0.146643	0.206568	0.46229	0.641401	0.02870544	0.0001506495	4.880898e-05	0.0114916	0.001525272	0.00741666	0.001002912	0.001044515	0.0001506495	0.02870544	0.001525272	0.00741666	4.880898e-05	0.0114916	0.001044515	0.001002912	0.345875	0.0338579	0.47003	0.150237	0.1990515	0.2734288	0.527387	0.7244497	-1.614192	-1.296714	0.9743712
11560	-888.8895	-916.8397	27.95023	0.04013815	0.1689489	0.03049805	0.128372	-3.215428	-1.778159	-0.2746643	0.156677	0.212963	0.329431	0.570059	0.01346246	0.0008901761	0.0002475522	0.008988894	0.001881786	0.01431218	0.005713494	0.0002503531	0.0008901761	0.01346246	0.001881786	0.01431218	0.0002475522	0.008988894	0.0002503531	0.005713494	0.345875	0.0338579	0.47003	0.150237	0.1968147	0.3819124	0.3599292	0.6984307	-1.625493	-0.9625641	0.6036448
11570	-893.742	-917.6738	23.93184	0.0860051	0.04860497	0.06115137	0.03455912	-2.453349	-3.024029	-0.3410544	0.224544	0.113114	1.39026	0.721268	0.02968032	0.0008450997	0.009548751	0.008796804	0.007204875	0.006196332	0.001448575	0.0004484285	0.0008450997	0.02968032	0.007204875	0.006196332	0.009548751	0.008796804	0.0004484285	0.001448575	0.471468	0.0273571	0.379783	0.121391	0.3105492	0.1617193	1.451413	0.755827	-1.169413	-1.821893	1.54195
11580	-883.5546	-912.1506	28.59599	0.05730317	0.09977782	0.02750754	0.04789687	-2.859399	-2.304809	-0.7338957	0.189136	0.211167	0.566848	0.702032	0.01890877	0.001040425	0.0002565027	0.00977552	0.002141411	0.01394953	0.002465122	5.118435e-05	0.001040425	0.01890877	0.002141411	0.01394953	0.0002565027	0.00977552	5.118435e-05	0.002465122	0.471468	0.0273571	0.379783	0.121391	0.2464392	0.3109448	0.5943557	0.7499287	-1.40064	-1.16814	0.8803627
11590	-884.1374	-913.2097	29.07234	0.06062438	0.03695185	0.05342094	0.0325612	-2.803058	-3.29814	-0.1264943	0.154665	0.172601	0.639314	0.641717	0.01379177	8.809705e-05	0.0009837552	0.01352853	0.007927981	0.0003692118	0.002601528	0.001626864	8.809705e-05	0.01379177	0.007927981	0.0003692118	0.0009837552	0.01352853	0.001626864	0.002601528	0.379783	0.0273571	0.471468	0.121391	0.2152891	0.2095529	0.6927349	0.6742777	-1.535774	-1.562779	1.168666
11600	-895.1902	-915.7208	20.53064	0.06088284	0.1492376	0.06338698	0.1553758	-2.798804	-1.902216	0.04030716	0.206218	0.221385	0.567839	0.720495	0.01819776	9.608968e-05	0.0001300462	0.00453115	0.01940742	0.009620643	0.0388272	0.01583851	9.608968e-05	0.01819776	0.01940742	0.009620643	0.0001300462	0.00453115	0.01583851	0.0388272	0.379783	0.471468	0.0273571	0.121391	0.2671013	0.3706222	0.6312259	0.8758712	-1.320127	-0.9925721	0.8600359
11610	-885.787	-914.2355	28.44852	0.03236123	0.1010436	0.1101782	0.3440166	-3.430794	-2.292203	1.225138	0.196761	0.198811	0.392161	0.3134	0.02544875	0.002293073	0.0004738266	0.003658642	0.01702893	0.00165719	0.0009659477	1.055538e-05	0.002293073	0.02544875	0.01702893	0.00165719	0.0004738266	0.003658642	1.055538e-05	0.0009659477	0.379783	0.471468	0.0273571	0.121391	0.2291218	0.2998541	0.5023392	0.6574166	-1.473502	-1.204459	0.7850219
11620	-900.5074	-920.2493	19.7419	0.00698814	0.01540677	0.02364052	0.05212032	-4.963541	-4.172948	1.218748	0.152337	0.142812	0.638185	0.605108	0.007540367	0.003387838	0.02067835	0.00389807	0.001247675	0.002479584	0.0062619	0.002458513	0.003387838	0.007540367	0.001247675	0.002479584	0.02067835	0.00389807	0.002458513	0.0062619	0.121391	0.471468	0.0273571	0.379783	0.1593252	0.1582183	0.6618258	0.657228	-1.836808	-1.843779	1.424055
11630	-885.8253	-914.6381	28.81274	0.05088577	0.06935685	0.009797793	0.0133543	-2.978172	-2.66849	-1.647426	0.173083	0.153504	0.785378	0.777888	0.01496862	5.124375e-05	0.004036748	0.005008401	0.001356671	0.0004408411	0.01459924	0.0002429193	5.124375e-05	0.01496862	0.001356671	0.0004408411	0.004036748	0.005008401	0.0002429193	0.01459924	0.121391	0.471468	0.379783	0.0273571	0.2239685	0.2228605	0.7951757	0.7912421	-1.49625	-1.501209	1.267058
11640	-893.8197	-915.635	21.81536	0.05071456	0.06539374	0.06147237	0.07926537	-2.981542	-2.727329	0.1923747	0.189645	0.215935	0.585947	0.678505	0.01261736	0.0008336914	0.01962263	0.007536221	0.006024146	0.01097774	0.00677076	0.006105481	0.0008336914	0.01261736	0.006024146	0.01097774	0.01962263	0.007536221	0.006105481	0.00677076	0.121391	0.471468	0.379783	0.0273571	0.24036	0.2813286	0.6474195	0.75777	-1.425617	-1.268232	0.9908564
11650	-894.431	-914.2412	19.81018	0.04560484	0.09031606	0.5007452	0.9916783	-3.087741	-2.40444	2.396084	0.162374	0.165181	0.459873	0.188416	0.02051885	0.0004506125	0.01336346	0.01329035	0.003948773	0.000502719	0.009154598	0.009677939	0.0004506125	0.02051885	0.003948773	0.000502719	0.01336346	0.01329035	0.009677939	0.009154598	0.471468	0.379783	0.121391	0.0273571	0.2079791	0.2554967	0.9606185	1.180094	-1.570318	-1.364546	1.53014
11660	-889.9037	-913.5222	23.61852	0.02183801	0.02986125	0.008957778	0.01224885	-3.824103	-3.511194	-0.8911298	0.188255	0.145965	1.0405	0.866037	0.02845278	0.0008212926	0.006333766	0.01007868	0.0004118256	0.003547703	0.008115254	0.00039622	0.0008212926	0.02845278	0.0004118256	0.003547703	0.006333766	0.01007868	0.00039622	0.008115254	0.471468	0.379783	0.121391	0.0273571	0.2100929	0.1758264	1.049454	0.878286	-1.560205	-1.738258	1.608475
11670	-881.9273	-912.2999	30.37253	0.07538602	0.0532094	0.1340629	0.09462505	-2.585133	-2.93352	0.5756872	0.154947	0.243034	0.522903	0.750332	0.02262145	0.005081942	0.0001331441	0.01350148	0.002000865	0.0002901913	3.892361e-06	0.007058986	0.005081942	0.02262145	0.002000865	0.0002901913	0.0001331441	0.01350148	0.007058986	3.892361e-06	0.471468	0.379783	0.121391	0.0273571	0.2303333	0.2962435	0.6569657	0.8449572	-1.468228	-1.216574	1.048104
11680	-891.5604	-914.7752	23.21481	0.1339735	0.08902048	0.9642502	0.6407088	-2.010113	-2.418889	1.973709	0.128361	0.183804	0.0132401	0.37587	0.01909311	0.0008522661	0.001576308	0.005513363	0.0004797398	0.0009979686	0.00145518	0.04159972	0.0008522661	0.01909311	0.0004797398	0.0009979686	0.001576308	0.005513363	0.04159972	0.00145518	0.482219	0.36564	0.12416	0.0279809	0.262334	0.2728245	0.9774902	1.016579	-1.338137	-1.298927	1.31537
11690	-889.563	-914.2151	24.65205	0.07756719	0.08377289	0.1031344	0.1113856	-2.556611	-2.479646	0.2848888	0.223351	0.182902	0.699489	0.599901	0.02000183	0.000324232	0.002225605	0.02334683	0.002134081	0.004613351	0.009003326	0.002060844	0.000324232	0.02000183	0.002134081	0.004613351	0.002225605	0.02334683	0.002060844	0.009003326	0.482219	0.12416	0.0279809	0.36564	0.3009184	0.2666745	0.8026237	0.7112868	-1.200916	-1.321727	0.9810469
11700	-889.1258	-913.3498	24.22399	0.08135177	0.02649752	0.02009122	0.006544018	-2.508973	-3.630704	-1.3985	0.148855	0.196511	0.610079	0.603921	0.0387377	0.0005468127	0.004958212	0.01296556	0.003401994	0.01439423	0.00388319	2.157481e-06	0.0005468127	0.0387377	0.003401994	0.01439423	0.004958212	0.01296556	2.157481e-06	0.00388319	0.482219	0.36564	0.0279809	0.12416	0.2302071	0.2230085	0.6301705	0.6104648	-1.468776	-1.500545	1.007011
11710	-891.0843	-913.6386	22.55435	0.06052669	0.02624325	0.0573072	0.02484734	-2.804671	-3.640346	-0.05465817	0.160686	0.157904	0.777799	0.670333	0.02611609	0.001585837	0.01473593	0.007739841	0.0001019549	0.03661453	0.0009906897	0.0006173701	0.001585837	0.02611609	0.0001019549	0.03661453	0.01473593	0.007739841	0.0006173701	0.0009906897	0.482219	0.36564	0.0279809	0.12416	0.2212129	0.1841476	0.835106	0.6951799	-1.50863	-1.692018	1.328433
11720	-886.238	-915.4167	29.17876	0.09132735	0.09649092	0.06505158	0.06872954	-2.393305	-2.338306	-0.3392698	0.179816	0.134997	0.850452	0.712881	0.0117857	0.0004957024	0.001973654	0.01083835	0.001057472	1.634895e-05	0.02042556	0.002049331	0.0004957024	0.0117857	0.001057472	1.634895e-05	0.001973654	0.01083835	0.002049331	0.02042556	0.482219	0.36564	0.0279809	0.12416	0.2711433	0.2314883	0.9155039	0.7816103	-1.305108	-1.463226	1.216827
11730	-885.6263	-912.4894	26.863	0.1666491	0.09720619	0.3232953	0.1885777	-1.791865	-2.330921	0.6626756	0.155854	0.167354	0.628989	0.592616	0.03189236	0.001884341	0.002920871	0.01184125	0.01342688	2.055997e-05	0.004450159	8.717057e-05	0.001884341	0.03189236	0.01342688	2.055997e-05	0.002920871	0.01184125	8.717057e-05	0.004450159	0.482219	0.36564	0.0279809	0.12416	0.3225028	0.2645607	0.9522844	0.7811932	-1.131643	-1.329685	1.082752
11740	-887.8493	-914.7989	26.9496	0.03831198	0.233894	0.02398886	0.1464516	-3.261993	-1.452887	-0.4681732	0.196593	0.115884	0.455709	0.567826	0.01834009	0.0004649186	0.002690777	0.006962858	0.0007080077	0.01042937	0.002524734	0.001590598	0.0004649186	0.01834009	0.0007080077	0.01042937	0.002690777	0.006962858	0.001590598	0.002524734	0.482219	0.36564	0.0279809	0.12416	0.2349054	0.3497775	0.4796979	0.7142772	-1.448572	-1.050458	0.7139737
11750	-892.4763	-915.1699	22.69359	0.06493331	0.0686486	0.1147212	0.1212852	-2.734395	-2.678755	0.569144	0.127064	0.139592	0.426277	0.465482	0.0252823	0.006846771	0.004311466	0.01866245	0.00159589	0.0008529142	0.008104513	0.007108578	0.006846771	0.0252823	0.00159589	0.0008529142	0.004311466	0.01866245	0.007108578	0.008104513	0.482219	0.36564	0.0279809	0.12416	0.1919969	0.2082402	0.5409978	0.5867673	-1.650276	-1.569063	1.035936
11760	-884.2545	-915.6674	31.41289	0.1197815	0.0514556	0.1504727	0.06463992	-2.122086	-2.967036	0.2281128	0.184249	0.209954	0.784999	0.739692	0.01538108	0.003788706	0.002827207	0.003422232	0.0009402932	0.0001131645	0.004570938	3.640564e-05	0.003788706	0.01538108	0.0009402932	0.0001131645	0.002827207	0.003422232	3.640564e-05	0.004570938	0.482219	0.36564	0.0279809	0.12416	0.30403	0.2614094	0.9354718	0.8043322	-1.190629	-1.341668	1.123925
11770	-881.4827	-911.1676	29.68484	0.04169387	0.07405801	0.04207159	0.07472893	-3.177401	-2.602907	0.009018574	0.2068	0.164464	0.672358	0.61103	0.0265533	2.094253e-05	1.069393e-06	0.02084377	0.009864096	4.112145e-05	0.02050647	0.001307955	2.094253e-05	0.0265533	0.009864096	4.112145e-05	1.069393e-06	0.02084377	0.001307955	0.02050647	0.36564	0.482219	0.0279809	0.12416	0.2484938	0.2385216	0.7144293	0.6857588	-1.392337	-1.433295	1.056066
11780	-886.7845	-914.1041	27.31964	0.04776113	0.03179348	0.075833	0.05048028	-3.041543	-3.448494	0.4623215	0.148291	0.182553	0.651763	0.745011	0.02781914	0.002909255	2.11533e-05	0.002228645	0.01533833	0.009284174	0.0002292833	0.000885211	0.002909255	0.02781914	0.01533833	0.009284174	2.11533e-05	0.002228645	0.000885211	0.0002292833	0.36564	0.482219	0.0279809	0.12416	0.1960521	0.2143467	0.7275961	0.7954917	-1.629375	-1.540161	1.311366
11790	-888.2515	-913.1355	24.88401	0.1427414	0.1306791	0.01945328	0.01780938	-1.946721	-2.035011	-1.993019	0.136819	0.162275	0.812457	0.853956	0.02642466	0.0002572802	0.001176685	0.01869974	0.002243126	0.004095329	0.01366151	2.122794e-05	0.0002572802	0.02642466	0.002243126	0.004095329	0.001176685	0.01869974	2.122794e-05	0.01366151	0.482219	0.36564	0.0279809	0.12416	0.2795604	0.2929537	0.8319101	0.8717658	-1.274537	-1.227741	1.090506
11800	-885.6675	-911.0698	25.40226	0.04622468	0.01628306	0.0367534	0.01294671	-3.074241	-4.11763	-0.2292832	0.167574	0.176218	0.729624	0.67709	0.02599427	0.002896028	0.002846707	0.02022533	9.182743e-05	0.004725105	0.0006375718	0.0007298397	0.002896028	0.02599427	9.182743e-05	0.004725105	0.002846707	0.02022533	0.0007298397	0.0006375718	0.482219	0.36564	0.0279809	0.12416	0.2137982	0.1925015	0.766377	0.6900371	-1.542723	-1.647651	1.276641
11810	-881.7454	-913.7661	32.02068	0.05166294	0.05887821	0.04292022	0.04891447	-2.963015	-2.832284	-0.1853978	0.181532	0.248512	0.532469	0.709544	0.01716838	0.004943838	3.506901e-05	0.02319695	0.0001283157	0.0058591	9.630384e-06	0.0002576741	0.004943838	0.01716838	0.0001283157	0.0058591	3.506901e-05	0.02319695	0.0002576741	9.630384e-06	0.482219	0.36564	0.0279809	0.12416	0.2331953	0.30739	0.5753895	0.7584585	-1.455879	-1.179638	0.9031708
11820	-886.3943	-912.4949	26.10065	0.01425808	0.05358654	0.00982744	0.03693474	-4.250432	-2.926457	-0.3721452	0.20528	0.178843	0.872963	0.897692	0.02046848	0.001070318	6.017943e-05	0.01272049	0.004078599	0.002137783	0.001556424	0.00310432	0.001070318	0.02046848	0.004078599	0.002137783	6.017943e-05	0.01272049	0.00310432	0.001556424	0.482219	0.36564	0.0279809	0.12416	0.2195382	0.2324291	0.8827906	0.9346269	-1.516229	-1.45917	1.391562
11830	-888.3553	-911.6528	23.29757	0.02873997	0.1910144	0.06974989	0.4635785	-3.549466	-1.655407	0.886627	0.188586	0.185359	0.601559	0.699022	0.03745666	0.0005135416	1.225627e-05	0.005471044	0.005945142	0.003475178	0.01850738	0.007152896	0.0005135416	0.03745666	0.005945142	0.003475178	1.225627e-05	0.005471044	0.007152896	0.01850738	0.482219	0.36564	0.0279809	0.12416	0.2173257	0.3763739	0.6713085	1.1626	-1.526358	-0.9771723	1.127831
11840	-884.7275	-913.2722	28.54476	0.1813373	0.1905127	0.2149589	0.2258356	-1.707397	-1.658036	0.1700883	0.140614	0.148385	0.69616	0.733243	0.02683809	6.222006e-05	0.0003249326	0.003012117	0.001644442	0.0008087041	0.01869798	0.001280587	6.222006e-05	0.02683809	0.001644442	0.0008087041	0.0003249326	0.003012117	0.001280587	0.01869798	0.482219	0.36564	0.0279809	0.12416	0.3219508	0.3388979	0.9111186	0.9590787	-1.133356	-1.082056	1.040274
11850	-889.8984	-912.4575	22.55906	0.1498518	0.05140493	0.09355041	0.03209138	-1.898108	-2.968021	-0.4711466	0.175689	0.185863	1.05628	0.805957	0.02094959	0.0002420146	4.013979e-05	0.009552972	0.01599896	0.008936842	0.02336448	0.005573575	0.0002420146	0.02094959	0.01599896	0.008936842	4.013979e-05	0.009552972	0.005573575	0.02336448	0.482219	0.36564	0.0279809	0.12416	0.3255408	0.2372683	1.149833	0.8380486	-1.122267	-1.438564	1.261884
11860	-895.4093	-916.0377	20.62838	0.04923626	0.01294236	0.04454065	0.01170806	-3.011125	-4.34725	-0.100228	0.200456	0.261858	0.740601	0.852384	0.01824008	0.00537707	2.091196e-06	0.03148503	0.01284695	0.0001752604	0.03321704	0.003224402	0.00537707	0.01824008	0.01284695	0.0001752604	2.091196e-06	0.03148503	0.003224402	0.03321704	0.482219	0.36564	0.0279809	0.12416	0.2496925	0.2748005	0.7851419	0.8640922	-1.387525	-1.29171	1.145634
11870	-887.6793	-912.721	25.04168	0.05961274	0.133353	0.2081972	0.4657347	-2.819886	-2.014756	1.250616	0.197613	0.152126	0.434337	0.247375	0.02698589	2.857401e-05	0.005240397	0.02115379	0.01249472	0.02139377	5.702918e-06	0.0008909285	2.857401e-05	0.02698589	0.01249472	0.02139377	0.005240397	0.02115379	0.0008909285	5.702918e-06	0.482219	0.36564	0.0279809	0.12416	0.2572254	0.2854788	0.6425346	0.7131101	-1.357803	-1.253587	0.915468
11880	-880.8573	-915.7592	34.90196	0.1084763	0.04003941	0.0595968	0.02199762	-2.221223	-3.217891	-0.59893	0.151904	0.20664	0.536807	0.543025	0.009926618	0.001821378	4.477496e-05	0.01029103	7.414452e-06	0.002154556	0.0009012166	0.0002553258	0.001821378	0.009926618	7.414452e-06	0.002154556	4.477496e-05	0.01029103	0.0002553258	0.0009012166	0.482219	0.36564	0.0279809	0.12416	0.2603798	0.2466791	0.596404	0.5650222	-1.345614	-1.399667	0.8287768
11890	-881.8017	-912.4207	30.61904	0.05227914	0.05626801	0.2035936	0.2191277	-2.951158	-2.877629	1.359528	0.164276	0.190442	0.57393	0.666662	0.01697834	0.005425197	0.001022735	0.00644476	0.0009753771	0.001129868	0.00102024	8.043765e-06	0.005425197	0.01697834	0.0009753771	0.001129868	0.001022735	0.00644476	8.043765e-06	0.00102024	0.482219	0.36564	0.0279809	0.12416	0.2165556	0.2467097	0.7775235	0.8857892	-1.529908	-1.399543	1.278267
11900	-881.927	-911.0064	29.07938	0.01954376	0.01911435	0.02141458	0.02094406	-3.935099	-3.957316	0.09141608	0.173917	0.172009	0.624176	0.616846	0.02215905	0.001616188	0.001196133	0.01253089	0.003770033	8.476743e-06	0.01109465	2.183662e-06	0.001616188	0.02215905	0.003770033	8.476743e-06	0.001196133	0.01253089	2.183662e-06	0.01109465	0.482219	0.36564	0.12416	0.0279809	0.1934605	0.1911232	0.6455902	0.6377904	-1.642682	-1.654837	1.205092
11910	-892.4973	-913.1932	20.69594	0.02127763	0.1667169	0.004380641	0.03432369	-3.850099	-1.791458	-1.580461	0.171356	0.134325	0.560453	0.848379	0.04269223	0.007404851	0.004607369	0.009064733	0.002245998	0.001511405	0.002298119	0.00300445	0.007404851	0.04269223	0.002245998	0.001511405	0.004607369	0.009064733	0.00300445	0.002298119	0.482219	0.36564	0.12416	0.0279809	0.1926341	0.3010419	0.5648334	0.8827023	-1.646963	-1.200506	1.075739
11920	-895.7514	-920.0794	24.32799	0.01195429	0.02930386	0.01922707	0.04713181	-4.426665	-3.530036	0.475229	0.206188	0.311683	0.153498	0.222862	0.02262333	0.009868566	7.338572e-05	0.0005548616	0.0005365922	0.03301588	0.001785427	0.0006539473	0.009868566	0.02262333	0.0005365922	0.03301588	7.338572e-05	0.0005548616	0.0006539473	0.001785427	0.482219	0.36564	0.0279809	0.12416	0.2181419	0.3409872	0.1727246	0.2699934	-1.52261	-1.07591	-0.2334473
11930	-890.2854	-914.3699	24.08451	0.01783288	0.1553059	0.02556355	0.222632	-4.026711	-1.862359	0.3601235	0.176513	0.136993	0.390071	0.402489	0.02869548	4.547196e-05	0.009757292	0.02803012	0.01362366	0.00713299	1.882614e-06	0.00326442	4.547196e-05	0.02869548	0.01362366	0.00713299	0.009757292	0.02803012	0.00326442	1.882614e-06	0.482219	0.12416	0.0279809	0.36564	0.1943456	0.292299	0.4156347	0.6251213	-1.638117	-1.229978	0.7601685
11940	-888.4269	-913.2045	24.77764	0.07275759	0.014384	0.183696	0.03631626	-2.620622	-4.241639	0.9261491	0.166604	0.228196	0.727374	0.887002	0.02053265	0.003319683	0.009076834	0.009751722	0.01876174	0.001185492	7.519081e-05	3.55952e-05	0.003319683	0.02053265	0.01876174	0.001185492	0.009076834	0.009751722	3.55952e-05	7.519081e-05	0.482219	0.12416	0.0279809	0.36564	0.2393616	0.2425796	0.9110699	0.9233185	-1.42978	-1.416425	1.336644
11950	-889.3754	-910.9987	21.62332	0.01260421	0.01221388	0.0201674	0.01954285	-4.373725	-4.405183	0.4700366	0.17443	0.224402	0.586932	0.748498	0.03133337	0.001535768	0.005992086	0.01501386	0.0002856311	0.00569048	0.0003761291	0.001972198	0.001535768	0.03133337	0.0002856311	0.00569048	0.005992086	0.01501386	0.001972198	0.0003761291	0.482219	0.12416	0.0279809	0.36564	0.1870338	0.236616	0.6070998	0.7680407	-1.676466	-1.441317	1.177404
11960	-893.266	-917.3624	24.09637	0.1027125	0.06200413	0.175995	0.1062424	-2.275822	-2.780554	0.538522	0.0949523	0.231434	0.469792	0.852445	0.02269542	9.303167e-05	0.001102796	0.02715856	0.0001259033	0.002138999	0.04760481	0.0003344094	9.303167e-05	0.02269542	0.0001259033	0.002138999	0.001102796	0.02715856	0.0003344094	0.04760481	0.482219	0.12416	0.0279809	0.36564	0.1976648	0.2934382	0.6457874	0.9586871	-1.621182	-1.226088	1.183898
11970	-876.3219	-910.8032	34.48128	0.02815432	0.02883091	0.01277107	0.01307797	-3.570054	-3.546307	-0.7905188	0.181672	0.204835	0.708184	0.789789	0.01955356	1.994113e-05	0.0002684306	0.010448	6.705291e-06	0.00067806	0.0001679947	0.001072492	1.994113e-05	0.01955356	6.705291e-06	0.00067806	0.0002684306	0.010448	0.001072492	0.0001679947	0.482219	0.12416	0.0279809	0.36564	0.2098261	0.2336657	0.7209555	0.8028674	-1.561476	-1.453864	1.234298
11980	-886.6951	-914.5805	27.88539	0.03535551	0.02226063	0.005184455	0.00326425	-3.342301	-3.804936	-1.919789	0.152681	0.204893	0.552575	0.670525	0.02749857	1.002492e-06	0.0002082069	0.0123143	0.0005432799	0.0009622217	0.00649229	0.004454493	1.002492e-06	0.02749857	0.0005432799	0.0009622217	0.0002082069	0.0123143	0.004454493	0.00649229	0.0279809	0.12416	0.482219	0.36564	0.1880366	0.2271534	0.5577595	0.673789	-1.671119	-1.48213	1.087291
11990	-896.9237	-915.0423	18.11867	0.0200472	0.05367973	0.07491489	0.2005972	-3.909666	-2.92472	1.318263	0.133401	0.224021	0.333937	0.539317	0.03551201	0.006541309	0.00273864	0.01862645	0.01356149	0.0006755903	0.01617777	0.001626249	0.006541309	0.03551201	0.01356149	0.0006755903	0.00273864	0.01862645	0.001626249	0.01617777	0.0279809	0.12416	0.482219	0.36564	0.1534484	0.277701	0.4088522	0.7399146	-1.874391	-1.28121	0.9799896
12000	-890.9907	-917.5348	26.54409	0.07072307	0.1040093	0.2026231	0.2979888	-2.648983	-2.263275	1.052576	0.172047	0.155793	0.794607	0.769206	0.01467687	0.004570878	9.150428e-06	0.008825845	0.02018949	0.00123143	0.01359834	0.0001618852	0.004570878	0.01467687	0.02018949	0.00123143	9.150428e-06	0.008825845	0.0001618852	0.01359834	0.0279809	0.12416	0.36564	0.482219	0.2427701	0.2598027	0.9972301	1.067195	-1.41564	-1.347833	1.412867
12010	-882.9822	-915.0551	32.07286	0.04011276	0.3167473	0.09517131	0.7515129	-3.216061	-1.149651	0.863984	0.200072	0.12797	0.615793	0.564882	0.01951924	0.001716589	0.01304862	0.005168906	0.0005632136	1.747517e-06	0.001672996	6.186213e-06	0.001716589	0.01951924	0.0005632136	1.747517e-06	0.01304862	0.005168906	6.186213e-06	0.001672996	0.0279809	0.482219	0.36564	0.12416	0.2401852	0.4447177	0.7109647	1.316395	-1.426345	-0.8103156	1.085213
12020	-900.645	-919.4633	18.81822	0.1937191	0.01483577	0.24141	0.01848813	-1.641346	-4.210714	0.2200874	0.130437	0.27013	0.485306	0.620367	0.01125013	0.0003872645	0.01272823	0.007686751	0.002544765	0.03204353	0.01043622	0.008737191	0.0003872645	0.01125013	0.002544765	0.03204353	0.01272823	0.007686751	0.008737191	0.01043622	0.0253968	0.437685	0.205046	0.331873	0.3241561	0.2849654	0.7267161	0.6388556	-1.12653	-1.255388	0.8073109
12030	-886.2139	-914.1047	27.89086	0.0411465	0.02131629	0.0729181	0.03777583	-3.190616	-3.848284	0.572198	0.205533	0.198464	0.954379	0.877502	0.01504285	5.808885e-05	0.01046075	0.009188779	0.01632727	0.0003429828	0.0001630908	0.0001636022	5.808885e-05	0.01504285	0.01632727	0.0003429828	0.01046075	0.009188779	0.0001636022	0.0001630908	0.0248251	0.450344	0.200429	0.324401	0.2466794	0.2197806	1.027298	0.9152776	-1.399666	-1.515125	1.426598
12040	-889.1345	-915.0148	25.88027	0.05386479	0.1109623	0.09951411	0.2050007	-2.921278	-2.198564	0.6138225	0.202323	0.132523	0.827278	0.675839	0.03866784	0.003586875	0.003385627	0.02395359	0.0001873217	0.002902109	0.0001488644	0.0005056635	0.003586875	0.03866784	0.0001873217	0.002902109	0.003385627	0.02395359	0.0005056635	0.0001488644	0.0248251	0.450344	0.324401	0.200429	0.2561877	0.2434856	0.9267916	0.8808402	-1.361845	-1.412697	1.285818
12050	-889.5802	-921.6789	32.09868	0.1302058	0.2195441	0.2081651	0.3509938	-2.038639	-1.516202	0.4692154	0.141364	0.106204	0.269003	0.22137	0.01865107	6.82719e-05	0.007032245	0.0006442128	0.001426822	0.005827412	0.001663604	2.766863e-05	6.82719e-05	0.01865107	0.001426822	0.005827412	0.007032245	0.0006442128	2.766863e-05	0.001663604	0.0248251	0.450344	0.324401	0.200429	0.2715695	0.3257483	0.477168	0.5723642	-1.303537	-1.12163	0.5636505
12060	-886.14	-912.4909	26.35082	0.09950772	0.06698357	0.06083527	0.04095123	-2.30752	-2.703308	-0.4920655	0.169361	0.153668	0.844605	0.702113	0.02526718	0.002645749	0.0018543	0.01057442	0.0002697718	0.01568265	0.0006118119	0.001245938	0.002645749	0.02526718	0.0002697718	0.01568265	0.0018543	0.01057442	0.001245938	0.0006118119	0.324401	0.450344	0.0248251	0.200429	0.2688687	0.2206514	0.9054406	0.7430645	-1.313532	-1.511171	1.214199
