Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	net_diversification[1]	net_diversification[2]	net_diversification[3]	net_diversification[4]	q[1][2]	q[1][3]	q[2][1]	q[2][4]	q[3][1]	q[3][4]	q[4][2]	q[4][3]	q_0A0B	q_0A1A	q_0B0A	q_0B1B	q_1A0A	q_1A1B	q_1B0B	q_1B1A	root_frequencies[1]	root_frequencies[2]	root_frequencies[3]	root_frequencies[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]
100	-878.9748	-914.0828	35.10803	0.03533175	0.06749232	0.004417191	0.008437919	-3.342973	-2.695742	-2.079278	0.229402	0.191745	0.713373	0.694448	0.01568997	4.488781e-06	5.759421e-05	0.01811703	1.378155e-07	0.001607904	0.001305406	0.0009408852	4.488781e-06	0.01568997	1.378155e-07	0.001607904	5.759421e-05	0.01811703	0.0009408852	0.001305406	0.606214	0.334238	0.0555989	0.00394834	0.2647338	0.2592369	0.7177901	0.7028861	-1.329031	-1.350013	0.9974525
110	-891.468	-914.7154	23.24735	0.02369516	0.07624604	0.0206652	0.06649627	-3.742484	-2.57379	-0.1368196	0.207608	0.106479	0.861883	0.630701	0.02173126	0.002616395	0.008461482	0.01109266	0.007344489	0.003300367	0.0004482153	0.004692547	0.002616395	0.02173126	0.007344489	0.003300367	0.008461482	0.01109266	0.004692547	0.0004482153	0.334238	0.606214	0.0555989	0.00394834	0.231303	0.1827252	0.8825486	0.6971975	-1.464027	-1.699772	1.339085
120	-889.225	-912.2599	23.03493	0.04238797	0.03208176	0.04641632	0.03513066	-3.160891	-3.439468	0.09078658	0.19565	0.193497	0.652387	0.627098	0.01885554	0.002879059	1.651558e-05	0.01140935	0.006333837	0.0283522	0.01041302	0.001209849	0.002879059	0.01885554	0.006333837	0.0283522	1.651558e-05	0.01140935	0.001209849	0.01041302	0.334238	0.606214	0.0555989	0.00394834	0.2380376	0.2255791	0.6988029	0.6622284	-1.435326	-1.489085	1.07694
130	-894.7948	-912.6728	17.87805	0.0498564	0.04307376	0.01261336	0.0108974	-2.998608	-3.144841	-1.37439	0.185538	0.14884	0.779332	0.634762	0.01791547	0.0003184237	0.0009003684	0.01847121	0.001125135	0.06418655	0.006349593	0.008856516	0.0003184237	0.01791547	0.001125135	0.06418655	0.0009003684	0.01847121	0.008856516	0.006349593	0.606214	0.334238	0.0555989	0.00394834	0.2353946	0.1919133	0.7919451	0.6456598	-1.446492	-1.650711	1.213229
140	-890.7141	-911.0818	20.36768	0.03185542	0.183227	0.1662195	0.9560667	-3.446548	-1.69703	1.652102	0.224009	0.170494	0.61827	0.128452	0.03674946	0.002291387	0.00743973	0.0213422	0.0005167964	0.01369287	0.001047659	0.0008984551	0.002291387	0.03674946	0.0005167964	0.01369287	0.00743973	0.0213422	0.0008984551	0.001047659	0.606214	0.334238	0.0555989	0.00394834	0.2558649	0.3537208	0.7844895	1.084519	-1.363106	-1.039247	1.120384
150	-888.3785	-911.2068	22.82832	0.04355886	0.04537372	0.06315145	0.06578263	-3.133642	-3.092822	0.3714227	0.175147	0.238454	0.49183	0.654449	0.03223349	0.002660618	0.0003368855	0.01653281	0.02675506	0.0004964626	0.0005601675	0.006440545	0.002660618	0.03223349	0.02675506	0.0004964626	0.0003368855	0.01653281	0.006440545	0.0005601675	0.606214	0.334238	0.0555989	0.00394834	0.218706	0.2838274	0.5549813	0.7202312	-1.520027	-1.259389	0.9312061
160	-885.5408	-911.9544	26.41357	0.06767845	0.06543919	0.08980938	0.08683788	-2.692987	-2.726634	0.2829216	0.199346	0.208397	0.648633	0.670442	0.01922412	2.251446e-05	0.001155179	0.02116496	0.01363859	0.01008794	0.0001895198	0.00263421	2.251446e-05	0.01922412	0.01363859	0.01008794	0.001155179	0.02116496	0.00263421	0.0001895198	0.606214	0.334238	0.0555989	0.00394834	0.2670246	0.2738366	0.7384423	0.7572803	-1.320414	-1.295224	1.017202
170	-887.8508	-914.3955	26.54462	0.11921	0.1227216	0.866986	0.8925249	-2.126869	-2.097837	1.984136	0.126822	0.159317	0.0132233	0.1165	0.01390242	0.00326391	0.0007197607	0.0009307309	0.001073171	0.02847288	0.001760762	0.0001324715	0.00326391	0.01390242	0.001073171	0.02847288	0.0007197607	0.0009307309	0.0001324715	0.001760762	0.606214	0.334238	0.0555989	0.00394834	0.2460324	0.2820384	0.8802093	1.009025	-1.402292	-1.265712	1.274697
180	-882.4076	-912.9402	30.53259	0.1448432	0.04449445	0.1448264	0.0444893	-1.932104	-3.112391	-0.0001155857	0.148315	0.222301	0.588471	0.622866	0.01812598	0.0004805378	0.0001964769	0.004523011	0.0004770885	0.03757311	0.0002284085	1.378745e-05	0.0004805378	0.01812598	0.0004770885	0.03757311	0.0001964769	0.004523011	1.378745e-05	0.0002284085	0.606214	0.0555989	0.00394834	0.334238	0.2931578	0.2667952	0.7332978	0.6673549	-1.227044	-1.321274	0.9168408
190	-883.7839	-910.1149	26.33104	0.04273222	0.07448751	0.06207434	0.1082032	-3.152802	-2.597124	0.3733795	0.192835	0.18069	0.600371	0.609388	0.02663313	0.001355784	0.0008070379	0.01288346	0.01458703	0.0001681447	0.003611926	0.0006682023	0.001355784	0.02663313	0.01458703	0.0001681447	0.0008070379	0.01288346	0.0006682023	0.003611926	0.606214	0.0555989	0.00394834	0.334238	0.2355672	0.2551771	0.6624456	0.7175914	-1.445759	-1.365797	1.033942
200	-877.4577	-910.7458	33.28817	0.08366614	0.07896319	0.07033574	0.06638211	-2.480921	-2.538773	-0.1735543	0.15649	0.178052	0.620971	0.673454	0.03051986	4.68906e-05	0.0004711374	0.02139119	0.008935751	0.0001745812	1.778901e-07	0.0008830159	4.68906e-05	0.03051986	0.008935751	0.0001745812	0.0004711374	0.02139119	0.0008830159	1.778901e-07	0.606214	0.00394834	0.334238	0.0555989	0.2401563	0.2570153	0.6913069	0.7398365	-1.426465	-1.35862	1.057294
210	-887.0428	-915.0801	28.03731	0.1284527	0.0832645	0.7677419	0.497659	-2.052194	-2.485733	1.787893	0.1219	0.186908	0.0345148	0.368111	0.01447028	6.297487e-05	0.002489563	0.002605341	0.001570126	0.003200382	0.0022047	0.007102524	6.297487e-05	0.01447028	0.001570126	0.003200382	0.002489563	0.002605341	0.007102524	0.0022047	0.606214	0.00394834	0.334238	0.0555989	0.2503531	0.2701729	0.8022568	0.8657695	-1.384883	-1.308693	1.164557
220	-889.355	-912.3029	22.9479	0.02917451	0.02839781	0.005574654	0.005426243	-3.53446	-3.561443	-1.655065	0.167235	0.155774	0.708419	0.664081	0.01808721	9.653567e-05	0.002570888	0.02254086	0.0007061359	0.01243289	0.01068783	0.00044583	9.653567e-05	0.01808721	0.0007061359	0.01243289	0.002570888	0.02254086	0.00044583	0.01068783	0.606214	0.0555989	0.334238	0.00394834	0.1964095	0.1841718	0.713994	0.6695073	-1.627554	-1.691886	1.290673
230	-879.5579	-913.0239	33.466	0.0436304	0.04385884	0.05401354	0.05429634	-3.132001	-3.126779	0.2134806	0.131964	0.217924	0.428193	0.664594	0.02355284	9.458773e-06	7.534644e-05	0.01115864	0.003312941	0.0003527881	0.008004593	7.354161e-06	9.458773e-06	0.02355284	0.003312941	0.0003527881	7.534644e-05	0.01115864	7.354161e-06	0.008004593	0.606214	0.0555989	0.334238	0.00394834	0.1755945	0.2617826	0.4822061	0.7188904	-1.739578	-1.340241	1.010194
240	-882.9893	-911.8689	28.8796	0.03275911	0.04528297	0.07616895	0.1052885	-3.418574	-3.094824	0.8437728	0.16044	0.195556	0.484298	0.59338	0.0280676	6.875021e-05	0.0002164035	0.005651162	0.001436371	0.001445418	0.006957225	0.001264919	6.875021e-05	0.0280676	0.001436371	0.001445418	0.0002164035	0.005651162	0.001264919	0.006957225	0.606214	0.0555989	0.334238	0.00394834	0.1931992	0.2408387	0.560467	0.6986684	-1.644034	-1.423628	1.065049
250	-876.1631	-911.0645	34.90143	0.06076668	0.1403063	0.083418	0.1926068	-2.800714	-1.963927	0.3168225	0.192385	0.161088	0.506186	0.509357	0.02486983	0.000876195	0.0004573321	0.02040743	0.0004455957	0.0002523959	0.002347709	1.633408e-08	0.000876195	0.02486983	0.0004455957	0.0002523959	0.0004573321	0.02040743	1.633408e-08	0.002347709	0.636082	0.0583382	0.301437	0.00414287	0.2531516	0.3013944	0.589604	0.7019639	-1.373767	-1.199336	0.8454624
260	-882.927	-914.4434	31.51638	0.08404779	0.1015198	0.01342544	0.01621635	-2.47637	-2.287501	-1.834234	0.198863	0.162609	0.939951	0.873864	0.02114105	4.091984e-05	0.003447737	0.002339069	0.004404181	0.0001735986	0.001280329	4.812425e-05	4.091984e-05	0.02114105	0.004404181	0.0001735986	0.003447737	0.002339069	4.812425e-05	0.001280329	0.636082	0.00414287	0.301437	0.0583382	0.2829112	0.2641284	0.9533766	0.8900807	-1.262622	-1.33132	1.214877
270	-882.4219	-910.4125	27.99059	0.04561448	0.07801097	0.01989213	0.03401999	-3.08753	-2.550906	-0.8299011	0.174261	0.207829	0.527265	0.677288	0.02393472	0.002225178	0.0001575688	0.01305458	0.005961747	0.004532455	0.000101746	0.001030554	0.002225178	0.02393472	0.005961747	0.004532455	0.0001575688	0.01305458	0.001030554	0.000101746	0.636082	0.00414287	0.301437	0.0583382	0.2198755	0.2858398	0.5471571	0.7113083	-1.514694	-1.252324	0.9116743
280	-884.6421	-910.1761	25.53398	0.04428378	0.031356	0.02380544	0.01685591	-3.117137	-3.46235	-0.6207044	0.169316	0.179068	0.653859	0.650732	0.02338266	0.001358701	5.01419e-05	0.01286924	0.009194445	0.006372692	0.004528125	0.0007257078	0.001358701	0.02338266	0.009194445	0.006372692	5.01419e-05	0.01286924	0.0007257078	0.004528125	0.636082	0.00414287	0.0583382	0.301437	0.2135998	0.2104236	0.6776646	0.667588	-1.543651	-1.558633	1.154549
290	-897.3922	-914.1525	16.76033	0.06823088	0.06388331	0.6530439	0.6114329	-2.684858	-2.750697	2.258747	0.154174	0.189517	0.156835	0.311316	0.01624076	0.004851238	0.006318483	0.01176457	0.009353296	0.01094598	0.00418576	0.02156625	0.004851238	0.01624076	0.009353296	0.01094598	0.006318483	0.01176457	0.02156625	0.00418576	0.636082	0.00414287	0.0583382	0.301437	0.2224045	0.2534	0.8098792	0.9227487	-1.503258	-1.372786	1.292387
300	-898.7229	-913.6207	14.8978	0.007670854	0.07407414	0.007535148	0.07276369	-4.870327	-2.602689	-0.01784951	0.207677	0.211043	0.581934	0.707686	0.03512526	0.006268475	0.01649382	0.01248523	0.02328767	0.000459066	0.02865116	0.0001065855	0.006268475	0.03512526	0.02328767	0.000459066	0.01649382	0.01248523	0.0001065855	0.02865116	0.665952	0.00433742	0.0610777	0.268633	0.2153479	0.2851175	0.5894696	0.7804492	-1.5355	-1.254854	1.006968
310	-894.6064	-914.1058	19.49936	0.02072123	0.2931117	0.0195858	0.2770505	-3.876596	-1.227201	-0.05635412	0.20019	0.19318	0.442525	0.740193	0.03022141	0.007497536	0.0005430213	0.006582817	0.01226809	0.004176128	0.01502135	0.003704788	0.007497536	0.03022141	0.01226809	0.004176128	0.0005430213	0.006582817	0.003704788	0.01502135	0.665952	0.00433742	0.0610777	0.268633	0.2209112	0.4862917	0.4621103	1.017243	-1.509995	-0.7209466	0.7380429
320	-890.4634	-913.3199	22.85658	0.006981988	0.1395322	0.001615284	0.03228079	-4.964422	-1.96946	-1.463823	0.176829	0.179301	0.31985	0.525323	0.03380956	0.000956919	0.001442733	0.01060265	0.02087735	8.476913e-06	0.001036159	0.001810591	0.000956919	0.03380956	0.02087735	8.476913e-06	0.001442733	0.01060265	0.001810591	0.001036159	0.268633	0.00433742	0.665952	0.0610777	0.1838111	0.3188328	0.3214655	0.5576039	-1.693847	-1.143088	0.5589819
330	-892.4962	-917.5465	25.05025	0.08570692	0.05247921	0.0634579	0.03885591	-2.456822	-2.947338	-0.3005569	0.126606	0.247492	0.297017	0.470448	0.0174336	0.01255037	8.491573e-05	0.02013611	0.01704297	0.01131809	5.350902e-05	0.0009697613	0.01255037	0.0174336	0.01704297	0.01131809	8.491573e-05	0.02013611	0.0009697613	5.350902e-05	0.134428	0.00217051	0.333252	0.530149	0.2123134	0.2999715	0.3604746	0.5093043	-1.549692	-1.204068	0.5293582
340	-886.7006	-913.0515	26.35081	0.02488416	0.05167444	0.01110642	0.02306358	-3.693524	-2.962792	-0.8067083	0.183551	0.216826	0.719212	0.917713	0.03310076	0.0004395038	0.002599939	0.01127324	0.0005788003	0.002421012	0.01938512	2.944564e-06	0.0004395038	0.03310076	0.0005788003	0.002421012	0.002599939	0.01127324	2.944564e-06	0.01938512	0.134428	0.00217051	0.333252	0.530149	0.208435	0.2685004	0.7303183	0.9407762	-1.568128	-1.314903	1.253853
350	-881.6477	-914.2851	32.63739	0.01871051	0.08318106	0.0299729	0.1332501	-3.97867	-2.486736	0.4712084	0.231265	0.220934	0.545106	0.566378	0.01991113	0.001455232	1.778618e-07	0.01476872	0.0001262819	0.0004187235	0.003392626	0.001378263	0.001455232	0.01991113	0.0001262819	0.0004187235	1.778618e-07	0.01476872	0.001378263	0.003392626	0.333252	0.00217051	0.134428	0.530149	0.2499758	0.304115	0.5750789	0.6996282	-1.386391	-1.190349	0.8331431
360	-885.015	-912.313	27.29798	0.09073622	0.0659645	0.01474136	0.01071685	-2.399799	-2.718638	-1.8173	0.173415	0.230147	0.694336	0.784153	0.02436103	0.002037757	0.0001107418	0.009905149	0.005516101	0.0002191248	0.003847383	0.000772565	0.002037757	0.02436103	0.005516101	0.0002191248	0.0001107418	0.009905149	0.000772565	0.003847383	0.333252	0.00217051	0.134428	0.530149	0.2641512	0.2961112	0.7090777	0.7948702	-1.331234	-1.21702	0.9874436
370	-889.2812	-914.835	25.55379	0.1237249	0.1411239	0.9523986	1.086331	-2.089695	-1.958117	2.040923	0.198866	0.223623	0.0508924	0.0480711	0.01236948	6.588532e-07	0.01662924	0.003000593	0.001285633	0.004089756	0.002146477	0.0211958	6.588532e-07	0.01236948	0.001285633	0.004089756	0.01662924	0.003000593	0.0211958	0.002146477	0.333252	0.00217051	0.134428	0.530149	0.3225908	0.3647472	1.003291	1.134402	-1.131371	-1.008551	1.134656
380	-886.4053	-913.485	27.07965	0.1824469	0.05884063	0.02586428	0.008341443	-1.701296	-2.832923	-1.953596	0.143562	0.169533	1.04128	0.739206	0.0201173	0.0007297496	0.0004712823	0.01195265	3.045525e-05	0.01953645	0.001623675	0.0002783386	0.0007297496	0.0201173	3.045525e-05	0.01953645	0.0004712823	0.01195265	0.0002783386	0.001623675	0.129227	0.00283468	0.175563	0.692376	0.3260089	0.2283734	1.067144	0.7475476	-1.120831	-1.476773	1.185816
390	-885.7595	-912.2675	26.50801	0.06679571	0.06429853	0.1082731	0.1042253	-2.706116	-2.744218	0.4830181	0.207766	0.178849	0.620301	0.540987	0.03031029	7.002823e-05	5.467534e-05	0.02642706	0.00420429	1.7865e-05	0.02257205	0.004405016	7.002823e-05	0.03031029	0.00420429	1.7865e-05	5.467534e-05	0.02642706	0.004405016	0.02257205	0.417083	0.00673433	0.307004	0.269179	0.274562	0.2431472	0.7285738	0.6452118	-1.292578	-1.414088	0.9759116
400	-892.9314	-911.1362	18.20482	0.03295992	0.03149774	0.03160984	0.03020755	-3.412463	-3.45784	-0.04182384	0.183558	0.191668	0.700169	0.724038	0.02833378	0.001146132	0.003264599	0.01058558	0.01471702	0.003253138	0.03050651	0.005459473	0.001146132	0.02833378	0.01471702	0.003253138	0.003264599	0.01058558	0.005459473	0.03050651	0.417083	0.00673433	0.307004	0.269179	0.2165182	0.2231658	0.7317785	0.7542457	-1.530081	-1.49984	1.217803
410	-885.4682	-915.1947	29.72658	0.1333646	0.1678124	0.09303211	0.1170622	-2.014669	-1.784908	-0.3601418	0.175353	0.204624	0.508759	0.608939	0.01791123	0.001868708	0.0003302208	0.005436621	0.003313184	0.0004357663	0.0004749119	0.004996869	0.001868708	0.01791123	0.003313184	0.0004357663	0.0003302208	0.005436621	0.004996869	0.0004749119	0.417083	0.00673433	0.307004	0.269179	0.3087172	0.3724366	0.601791	0.7260008	-1.17533	-0.9876886	0.6674845
420	-885.0997	-913.7982	28.69853	0.1034724	0.1459506	0.2095179	0.2955306	-2.268451	-1.924487	0.7055043	0.137551	0.105613	0.593734	0.54285	0.02614172	0.002189884	0.001164537	0.009613303	6.981126e-05	0.003024025	0.0002896524	0.005115512	0.002189884	0.02614172	6.981126e-05	0.003024025	0.001164537	0.009613303	0.005115512	0.0002896524	0.417083	0.00673433	0.307004	0.269179	0.241023	0.2515637	0.8032521	0.8383808	-1.422863	-1.380059	1.203776
430	-882.985	-912.6024	29.61741	0.0823567	0.02857442	0.2884804	0.1000909	-2.496695	-3.555243	1.253567	0.146171	0.216003	0.461806	0.702888	0.01856653	0.0007225554	0.0007887794	0.005007823	0.001583451	0.01535528	4.64219e-05	9.384721e-05	0.0007225554	0.01856653	0.001583451	0.01535528	0.0007887794	0.005007823	9.384721e-05	4.64219e-05	0.269179	0.417083	0.307004	0.00673433	0.2285279	0.2445772	0.7502868	0.8029785	-1.476097	-1.408224	1.188797
440	-884.0334	-913.3154	29.28204	0.1051008	0.05657911	0.1010366	0.05439122	-2.252835	-2.872115	-0.03943725	0.17435	0.222495	0.495744	0.541583	0.02346839	1.66244e-05	3.043108e-06	0.02639732	0.000193628	0.007382922	0.01147284	0.003524247	1.66244e-05	0.02346839	0.000193628	0.007382922	3.043108e-06	0.02639732	0.003524247	0.01147284	0.269179	0.417083	0.00673433	0.307004	0.2794513	0.2790741	0.5967802	0.5959747	-1.274927	-1.276278	0.758721
450	-887.6542	-913.9683	26.31408	0.05657441	0.03556648	0.02094378	0.01316667	-2.872199	-3.336352	-0.9937149	0.150106	0.15009	0.766062	0.693783	0.01517922	0.0002358948	0.0002151147	0.01836792	0.00102413	0.01050658	0.008441638	0.0009633776	0.0002358948	0.01517922	0.00102413	0.01050658	0.0002151147	0.01836792	0.0009633776	0.008441638	0.269179	0.00673433	0.417083	0.307004	0.2066801	0.185656	0.7870061	0.7069498	-1.576583	-1.68386	1.337064
460	-887.8903	-912.6229	24.73267	0.08743118	0.07172784	0.1427142	0.1170816	-2.436903	-2.634876	0.4899924	0.140117	0.218975	0.389859	0.563305	0.0208122	0.0006928498	0.001570556	0.02620983	0.001381044	0.02078306	0.001137838	0.0007857273	0.0006928498	0.0208122	0.001381044	0.02078306	0.001570556	0.02620983	0.0007857273	0.001137838	0.373265	0.00933835	0.191681	0.425716	0.2275477	0.2907025	0.5325736	0.6803869	-1.480395	-1.235455	0.8503611
470	-890.4025	-914.1567	23.75426	0.006860855	0.08754353	0.007446143	0.09501171	-4.981923	-2.435619	0.08186401	0.191305	0.171623	0.885628	1.07298	0.02700619	0.0002674077	1.798915e-05	0.006195614	0.004601551	0.005573936	0.01423612	0.0009957963	0.0002674077	0.02700619	0.004601551	0.005573936	1.798915e-05	0.006195614	0.0009957963	0.01423612	0.373265	0.00933835	0.191681	0.425716	0.1981657	0.259167	0.8930737	1.167989	-1.618652	-1.350283	1.505566
480	-895.9878	-914.9235	18.93575	0.1122274	0.00809069	0.03577602	0.002579161	-2.187228	-4.817041	-1.14325	0.125266	0.160333	0.676423	0.502493	0.02174114	0.00053649	0.001400052	0.01743196	0.01711793	0.005019009	0.008402351	0.00377408	0.00053649	0.02174114	0.01711793	0.005019009	0.001400052	0.01743196	0.00377408	0.008402351	0.373265	0.425716	0.191681	0.00933835	0.2374931	0.1684235	0.7121991	0.5050717	-1.437617	-1.781274	1.098219
490	-891.2969	-913.5933	22.29634	0.03691593	0.03693042	0.01753211	0.01753899	-3.299112	-3.29872	-0.7446093	0.143051	0.255115	0.484595	0.797298	0.02400728	0.005105121	0.001781087	0.008508896	0.006083725	0.004225374	0.00188377	0.01121735	0.005105121	0.02400728	0.006083725	0.004225374	0.001781087	0.008508896	0.01121735	0.00188377	0.373265	0.425716	0.191681	0.00933835	0.1799668	0.292045	0.5021271	0.8148374	-1.714983	-1.230847	1.026081
500	-889.2055	-914.7763	25.57086	0.02159318	0.04997877	0.04387678	0.1015556	-3.835378	-2.996157	0.7090078	0.217085	0.152798	1.05981	0.836118	0.01486837	0.0005249474	0.004527846	0.006812536	0.002770015	0.01676589	0.001755453	0.00012734	0.0005249474	0.01486837	0.002770015	0.01676589	0.004527846	0.006812536	0.00012734	0.001755453	0.373265	0.425716	0.191681	0.00933835	0.2386783	0.2027769	1.103687	0.9376733	-1.432639	-1.595649	1.531295
510	-883.345	-912.7161	29.37107	0.03073565	0.1187291	0.02194346	0.08476562	-3.482332	-2.130911	-0.336954	0.190125	0.158442	0.536456	0.616002	0.0197677	0.001992089	0.0003199761	0.00661934	0.0004116918	0.004287199	0.0006747493	0.002048197	0.001992089	0.0197677	0.0004116918	0.004287199	0.0003199761	0.00661934	0.002048197	0.0006747493	0.373265	0.425716	0.191681	0.00933835	0.2208604	0.2771707	0.5583991	0.700768	-1.510225	-1.283122	0.9275433
520	-895.1592	-917.0051	21.84588	0.06794566	0.1289584	0.05810965	0.11029	-2.689047	-2.048266	-0.1563765	0.160958	0.305515	0.653092	1.23961	0.03202755	0.002348441	0.0002320937	0.007811275	0.02004726	0.0002823825	0.0354996	0.0006569198	0.002348441	0.03202755	0.02004726	0.0002823825	0.0002320937	0.007811275	0.0006569198	0.0354996	0.373265	0.425716	0.191681	0.00933835	0.2289038	0.4344735	0.7112014	1.349904	-1.474453	-0.8336202	1.133654
530	-890.759	-912.495	21.73598	0.01814858	0.01858962	0.004027713	0.004125594	-4.009163	-3.985152	-1.505393	0.169666	0.217053	0.496254	0.623555	0.02538296	0.001389857	0.007245573	0.006957598	0.002458156	0.01136972	0.01071027	1.945046e-05	0.001389857	0.02538296	0.002458156	0.01136972	0.007245573	0.006957598	1.945046e-05	0.01071027	0.425716	0.373265	0.191681	0.00933835	0.1878145	0.2356422	0.5002822	0.627681	-1.672301	-1.445441	0.9797175
